D06377 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06377;
Adres;Groenburgwal 36-38;
Status;Actief;
Straathoogte;0,72;m + NAP
Bovenkant buis;0,64;m + NAP
Top filter;-2,01;m + NAP
Bodem filter;-3,01;m + NAP
Diameter filter;51;mm
x-coördinaat;121679;
y-coördinaat;486874;
;;
;;
datum;meting NAP;
2021-10-01 09:17;-,42;
2021-10-01 08:17;-,42;
2021-07-26 09:24;-,4;
2021-05-21 09:39;-,27;
2021-03-24 11:19;-,32;
2021-01-20 09:27;-,16;
2020-11-17 12:11;-,26;
2020-09-30 10:27;-,3;
2020-07-10 08:34;-,26;
2020-05-07 08:56;-,46;
2020-04-09 11:36;-,45;
2020-02-19 13:51;-,21;
2019-11-26 10:50;-,28;
2019-09-23 08:50;-,34;
2019-08-09 07:38;-,39;
2019-06-05 10:06;-,04;
2019-03-20 11:27;-,24;
2019-01-30 10:27;-,24;
2018-12-14 10:52;-,4;
2018-10-05 09:09;-,4;
2018-07-18 08:57;-,54;
2018-05-28 10:58;-,44;
2018-04-04 10:47;-,37;
2018-01-31 11:15;-,38;
2017-11-22 10:59;-,38;
2017-10-09 09:24;-,39;
2017-08-14 11:04;-,4;
2017-07-04 10:39;-,39;
2017-04-07 08:49;-,4;
2016-12-20 14:51;-,47;
2016-10-10 06:58;-,44;
2016-08-18 09:41;-,4;
2016-06-24 06:38;-,37;
2016-04-14 11:01;-,39;
2016-02-09 10:31;-,38;
2015-12-29 11:22;-,5;
2015-10-05 10:48;-,39;
2015-07-31 08:07;-,38;
2015-06-19 08:33;-,4;
2015-05-12 09:34;-,38;
2015-03-20 10:27;-,38;
2015-02-10 12:30;-,38;
2014-11-12 11:44;-,4;
2014-09-16 07:14;-,42;
2014-07-11 07:41;-,37;
2014-05-19 09:47;-,39;
2014-03-25 12:14;-,37;
2014-01-16 10:52;-,36;
2013-11-21 11:17;-,39;
2013-09-26 07:45;-,39;
2013-07-10 07:47;-,43;
2013-05-31 06:35;-,38;
2013-04-19 05:58;-,42;
2013-02-21 12:02;-,4;
2012-11-08 11:16;-,36;
2012-10-31 11:10;-,38;
2012-10-11 08:50;-,36;
2012-07-24 10:20;-,39;
2012-06-13 09:58;-,4;
2012-05-09 06:39;-,39;
2012-03-28 09:25;-,4;
2012-01-20 09:08;-,39;
2011-12-16 09:07;-,35;
2011-11-15 09:28;-,44;
2011-08-15 09:42;-,41;
2011-06-24 07:10;-,4;
2011-05-11 08:37;-,43;
2011-03-18 09:57;-,41;
2011-01-28 10:47;-,41;
2010-12-13 11:17;-,45;
2010-10-26 13:14;-,42;
2010-06-30 09:33;-,43;
2010-05-26 08:11;-,4;
2010-03-30 08:00;-,39;
2010-01-20 10:33;-,41;
2009-10-14 11:18;-,43;
2009-08-31 08:41;-,4;
2009-06-03 09:29;-,39;
2009-04-27 07:34;-,38;
2009-03-04 08:26;-,35;
2009-02-10 09:01;-,36;
2008-11-06 12:00;-,53;
2008-09-19 12:00;-,4;
2008-08-08 12:00;-,37;
2008-07-09 12:00;-,47;
2008-04-21 12:00;-,41;
2008-03-06 12:00;-,38;
2008-02-06 12:00;-,4;
2007-11-29 12:00;-,39;
2007-10-04 12:00;-,37;
2007-08-01 12:00;-,36;
2007-06-19 12:00;-,37;
2007-04-17 12:00;-,41;
2007-03-08 12:00;-,39;
2007-01-24 12:00;-,42;
2006-12-20 12:00;-,39;
2006-11-08 12:00;-,4;
2006-10-03 12:00;-,41;
2006-08-03 12:00;-,38;
2006-06-30 12:00;-,4;
2006-04-24 12:00;-,4;
2006-03-01 12:00;-,39;
2006-01-23 12:00;-,4;
2005-12-15 12:00;-,4;
2005-11-10 12:00;-,39;
2005-09-15 12:00;-,41;
2005-07-06 12:00;-,36;
2005-05-18 12:00;-,42;
2005-04-01 12:00;-,42;
2005-02-01 12:00;-,41;
2004-12-01 12:00;-,39;
2004-10-19 12:00;-,41;
2004-09-16 12:00;-,41;
2004-07-06 12:00;-,36;
2004-05-12 12:00;-,46;
2004-03-18 12:00;-,46;
2004-02-03 12:00;-,36;
2003-11-24 12:00;-,37;
2003-10-20 12:00;-,42;
2003-09-03 12:00;-,44;
2003-07-03 12:00;-,4;
2003-04-23 12:00;-,43;
2003-03-11 12:00;-,4;
2003-02-05 12:00;-,38;
2002-11-25 12:00;-,37;
2002-10-03 12:00;-,42;
2002-07-29 12:00;-,41;
2002-05-30 12:00;-,45;
2002-03-14 12:00;-,41;
2002-01-31 12:00;-,39;
2001-11-30 12:00;-,36;
2001-11-09 12:00;-,42;
2001-09-27 12:00;-,36;
2001-09-07 12:00;-,3;
2001-08-07 12:00;-,41;
2001-05-29 12:00;-,39;
2001-05-11 12:00;-,41;
2001-03-26 12:00;-,38;
2001-03-02 12:00;-,4;
2001-02-05 12:00;-,34;
2000-11-28 12:00;-,36;
2000-11-03 12:00;-,37;
2000-09-27 12:00;-,37;
2000-09-08 12:00;-,38;
2000-07-26 12:00;-,4;
2000-07-07 12:00;-,41;
2000-05-31 12:00;-,36;
2000-05-04 12:00;-,4;
2000-03-30 12:00;-,4;
2000-03-03 12:00;-,35;
2000-01-31 12:00;-,41;
1999-11-24 12:00;-,39;
1999-09-08 12:00;-,37;
1999-07-05 12:00;-,33;
1999-04-27 12:00;-,35;
1999-02-18 12:00;-,33;
1998-11-30 12:00;-,36;
1998-09-16 12:00;-,28;
1998-09-15 12:00;-,29;
1998-07-08 12:00;-,35;
1998-02-09 12:00;-,47;
1997-11-04 12:00;-,41;
1997-09-04 12:00;-,28;
1997-04-25 12:00;-,32;
1997-02-25 12:00;-,29;
1997-01-15 12:00;-,34;
1996-11-06 12:00;-,29;
1996-10-31 12:00;-,23;
