D06385 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06385;
Adres;Raamgracht 27;
Status;Actief;
Straathoogte;0,66;m + NAP
Bovenkant buis;0,58;m + NAP
Top filter;-2,16;m + NAP
Bodem filter;-3,16;m + NAP
Diameter filter;51;mm
x-coördinaat;121783;
y-coördinaat;486991;
;;
;;
datum;meting NAP;
2021-12-10 09:16;-,51;
2021-10-01 09:28;-,71;
2021-10-01 08:28;-,71;
2021-07-26 09:42;-,72;
2021-05-21 09:30;-,64;
2021-01-20 09:15;-,54;
2020-11-17 11:40;-,65;
2020-09-30 10:47;-,61;
2020-07-10 08:27;-,62;
2020-05-07 08:40;-,78;
2020-04-09 11:52;-,67;
2020-02-19 14:02;-,65;
2019-11-26 11:10;-,6;
2019-09-23 09:11;-,69;
2019-08-09 08:55;-,73;
2019-06-05 10:45;-,7;
2019-03-20 11:57;-,58;
2019-01-30 10:33;-,62;
2018-12-14 11:07;-,62;
2018-10-05 09:22;-,64;
2018-07-18 08:43;-,72;
2018-05-28 10:41;-,68;
2018-04-04 10:35;-,6;
2018-01-31 12:02;-,56;
2017-11-22 10:41;-,53;
2017-10-09 09:37;-,54;
2017-08-14 11:32;-,67;
2017-07-04 10:31;-,69;
2017-04-07 09:09;-,69;
2017-02-27 10:11;-,63;
2016-12-20 15:15;-,52;
2016-10-10 07:16;-,71;
2016-08-18 09:48;-,7;
2016-06-24 06:10;-,53;
2016-04-14 10:52;-,6;
2015-12-29 11:29;-,69;
2015-10-05 10:22;-,63;
2015-07-31 08:22;-,68;
2015-06-19 08:52;-,73;
2015-05-12 08:12;-,68;
2015-03-20 10:00;-,69;
2015-02-10 12:53;-,66;
2014-11-12 11:31;-,71;
2014-09-16 06:43;-,72;
2014-07-11 07:53;-,64;
2014-05-19 09:58;-,68;
2014-03-25 11:47;-,65;
2014-01-16 11:01;-,62;
2013-11-21 11:03;-,66;
2013-09-26 08:05;-,68;
2013-07-10 07:56;-,73;
2013-05-31 06:51;-,6;
2013-04-19 06:05;-,72;
2013-02-21 13:03;-,66;
2012-11-08 11:28;-,6;
2012-07-24 10:31;-,61;
2012-05-09 06:28;-,69;
2012-03-28 12:07;-,69;
2012-01-20 08:53;-,56;
2011-12-16 08:43;-,49;
2011-11-15 09:04;-,69;
2011-08-15 07:10;-,63;
2011-06-24 06:50;-,69;
2011-05-11 08:07;-,76;
2011-03-18 09:36;-,7;
2011-01-28 11:03;-,72;
2010-12-13 09:50;-,7;
2010-10-26 12:18;-,59;
2010-09-28 08:57;-,62;
2010-06-30 08:18;-,79;
2010-05-26 07:47;-,7;
2010-03-30 07:07;-,64;
2010-01-20 10:15;-,65;
2009-10-14 08:15;-,6;
2009-08-31 09:04;-,64;
2009-06-03 09:02;-,61;
2009-04-27 07:08;-,65;
2009-03-04 08:11;-,58;
2009-02-10 08:31;-,52;
2008-11-06 12:00;-,63;
2008-08-08 12:00;-,54;
2008-07-09 12:00;-,69;
2008-04-21 12:00;-,63;
