D06368 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06368;
Adres;Oudezijds Achterburgwal 202;
Status;Actief;
Straathoogte;0,48;m + NAP
Bovenkant buis;0,44;m + NAP
Top filter;-2,49;m + NAP
Bodem filter;-3,49;m + NAP
Diameter filter;51;mm
x-coördinaat;121492;
y-coördinaat;486997;
;;
;;
datum;meting NAP;
2021-12-09 12:01;-,42;
2021-09-29 07:52;-,45;
2021-07-26 07:01;-,46;
2021-05-19 09:13;-,44;
2021-03-26 09:51;-,44;
2021-01-22 08:56;-,43;
2020-11-17 07:54;-,44;
2020-09-29 10:44;-,4;
2020-07-09 09:16;-,38;
2020-05-06 10:52;-,49;
2020-04-07 11:14;-,54;
2020-02-10 10:18;-,42;
2019-11-29 09:45;-,42;
2019-09-20 08:07;-,47;
2019-08-07 06:58;-,47;
2019-06-11 09:08;-,45;
2019-03-27 09:48;-,46;
2019-01-30 09:11;-,4;
2018-12-07 10:18;-,37;
2018-10-11 12:50;-,38;
2018-07-23 08:14;-,45;
2018-05-30 09:34;-,4;
2018-03-26 08:17;-,44;
2018-02-01 10:20;-,4;
2017-11-21 10:35;-,37;
2017-10-04 09:34;-,44;
2017-08-18 07:34;-,4;
2017-07-05 08:31;-,41;
2017-04-19 09:16;-,47;
2017-02-28 11:50;-,41;
2016-12-20 11:13;-,43;
2016-10-05 09:44;-,44;
2016-08-18 06:53;-,45;
2016-06-15 07:50;-,44;
2016-04-19 09:04;-,45;
2016-02-15 10:59;-,4;
2015-12-10 12:03;-,39;
2015-09-21 07:59;-,4;
2015-07-30 09:49;-,39;
2015-06-17 09:36;-,49;
2015-05-22 06:56;-,44;
2015-03-25 12:05;-,39;
2015-02-06 10:54;-,42;
2014-11-11 10:16;-,4;
2014-09-11 08:08;-,45;
2014-07-04 08:03;-,44;
2014-05-21 08:02;-,45;
2014-03-25 09:08;-,41;
2014-01-06 11:13;-,4;
2013-10-04 09:45;-,44;
