,x,y,z
257,125769,480513,-3.6885858585858586
258,125924,479407,-2.3462499999999995
259,125952,479354,-2.268333333333333
260,125995,479289,-2.3228571428571425
261,127018,480060,-2.210114942528736
262,127083,479977,-2.2857471264367812
263,124371,486296,-0.4005128205128204
264,127241,480072,-2.24047619047619
265,127337,480117,-2.214137931034483
266,127420,480179,-2.3047619047619046
267,126291,479653,-2.303421052631579
268,126362,479568,-2.2219658119658123
269,126414,479491,-2.1441228070175438
270,126457,479406,-2.190263157894737
271,126503,479316,-2.1863157894736838
272,126552,479219,-2.257948717948718
273,127562,480431,-3.00025641025641
274,127562,480431,-3.0042666666666666
275,127839,479476,-2.6755555555555555
276,126002,480091,-3.661954022988505
277,127204,480233,-2.0836781609195403
278,127138,479879,-2.4038461538461537
279,127348,480009,-2.3451724137931036
280,126344,480921,-3.885357142857143
281,126273,479395,-2.2105555555555556
282,126375,479236,-2.1716049382716047
283,127417,479273,-2.7161728395061733
284,127616,479310,-2.150833333333333
285,127648,479166,-2.4001234567901233
286,127708,479224,-2.130714285714286
287,127518,479131,-2.499642857142857
288,128625,480623,-2.5671171171171165
289,128248,479288,-2.589866666666667
290,128243,479138,-2.5738666666666665
291,128465,479277,-2.2727380952380956
292,128461,479146,-2.092619047619048
293,128109,479154,-2.4647619047619047
294,129614,479925,-1.918205128205128
295,129810,479827,-1.9786111111111113
296,112035,477380,-4.510808080808082
297,112035,477380,-4.330909090909091
298,112035,477380,-4.331111111111111
299,119231,477803,-4.639603174603175
300,119231,477803,-4.397054263565892
301,123309,477970,-2.497142857142857
302,123309,477970,-3.8880952380952376
303,123136,478893,-3.840833333333333
304,124204,478538,-3.9578861788617874
305,123948,478913,-4.016324786324786
306,124989,479075,-4.0096491228070175
307,125169,479089,-3.9700000000000006
308,125290,478931,-4.186759259259259
309,125526,479059,-4.342972972972975
310,124869,478752,-4.391616161616162
311,125102,478841,-4.160888888888889
312,125226,479017,-4.238735632183907
313,126259,477275,-3.090650406504065
314,126157,479008,-2.074022988505747
315,126176,478967,-2.1374999999999997
316,126252,478752,-2.193548387096774
317,126432,478865,-2.2412222222222224
318,126516,478931,-2.1066666666666665
319,126629,478971,-2.1283908045977014
320,127303,478569,-2.49875
321,127074,478600,-2.5956944444444443
322,126026,478030,-4.621979166666667
323,126026,478030,-4.204375000000001
324,127420,479078,-2.491309523809524
325,127604,478939,-2.548024691358025
326,128042,479070,-2.3904761904761904
327,128045,478871,-2.3234567901234566
328,126366,478728,-2.2205128205128206
329,128030,478954,-2.5165432098765432
330,127712,478954,-2.5229761904761903
331,127518,478983,-2.468148148148148
332,127369,478988,-2.7343589743589733
333,127221,478982,-2.421234567901235
334,126933,478883,-2.285
335,126694,478543,-2.5605555555555553
336,126896,478354,-2.2278571428571428
337,127065,478197,-2.2207142857142856
338,127176,478732,-2.7635802469135804
339,128088,478744,-2.5376543209876536
340,128043,478613,-2.3094871794871796
341,128021,478576,-2.3693827160493828
342,128086,478463,-2.396543209876543
343,127934,478254,-2.3299999999999996
344,127775,478272,-2.1481481481481484
345,127661,478350,-1.7301190476190473
346,127663,478589,-2.408452380952381
347,127435,478570,-2.611234567901235
348,128216,478461,-2.4909090909090907
349,128216,478461,-2.49375
350,128462,479010,-2.41452380952381
351,128296,478953,-2.5707692307692307
352,128289,478813,-2.2289285714285714
353,127077,478942,-2.875061728395062
354,123866,484427,-4.270972222222222
355,124074,484205,-4.253333333333332
356,122250,490649,-0.5527380952380951
357,122250,490649,-1.985
358,120516,486676,-0.20853333333333338
359,124520,485874,-0.38153846153846155
360,116956,485103,-1.9343209876543208
361,119054,486170,0.17410256410256414
362,123605,485486,-0.6586419753086422
363,118669,489572,-0.07487179487179486
364,120685,485664,-0.27777777777777773
365,120652,485598,-0.22493827160493826
366,120849,485641,-0.5837037037037036
367,120418,488878,-0.22640000000000007
368,120203,488828,-0.3867948717948717
369,120930,485375,-0.3239506172839506
370,124278,490255,-3.8634666666666657
371,117673,484501,-1.9366666666666665
372,117783,488797,-0.11559999999999998
373,117904,488802,-0.17153846153846158
374,123644,485395,-1.0199999999999998
375,123555,485342,-1.0870512820512823
376,127159,480025,-2.2424691358024686
377,120128,482101,-1.793611111111111
378,123866,489868,-3.6174074074074074
379,124638,490178,-4.08246913580247
380,120254,482959,-1.8538271604938272
381,120969,482896,-1.8834615384615387
382,120878,482128,-1.7210666666666667
383,120873,485726,-0.5584615384615385
384,120868,485682,-0.4674074074074074
385,120534,485640,-0.20111111111111113
386,120534,485640,-2.57
387,120534,485640,-2.725964912280702
388,116620,484174,-1.7700000000000002
389,116657,484086,-1.1577333333333333
390,124206,489949,-3.9426666666666663
391,113802,485319,-2.4495238095238094
392,122300,490973,-1.1684722222222221
393,120137,488280,-0.1772
394,121798,487193,-0.44820512820512826
395,120193,484157,-0.3189333333333334
396,126706,478156,-2.4713636363636367
397,124340,484739,-4.6121794871794854
398,124361,484719,-4.576666666666666
399,125167,483856,-4.456794871794872
400,124283,484797,-4.633076923076922
401,121183,485482,-2.650793650793651
402,120425,485832,-1.0361538461538462
403,120869,485623,-0.4843859649122806
404,120893,485896,-0.4345833333333333
405,120123,485687,-1.3966666666666663
406,122872,485633,-0.33269841269841277
407,120223,486793,-0.28626666666666667
408,121460,487763,-0.32805555555555554
409,115886,485102,-1.5478666666666667
410,123641,486524,-0.2896666666666667
411,117258,484320,-1.599166666666667
412,119154,486038,-0.3593333333333334
413,121050,485632,-0.32853333333333323
414,123762,485794,-2.0833333333333335
415,119463,488620,-0.4082666666666668
416,123923,489462,-0.864861111111111
417,123067,485562,-0.2670666666666667
418,128009,478340,-2.4868333333333332
419,124858,478939,-4.445138888888889
420,115361,485889,-1.887083333333333
421,124193,486555,-0.24388888888888885
422,124278,486556,-0.1410144927536232
423,124422,486557,-0.20306666666666665
424,120127,486936,-0.1104
425,120139,485104,-0.32750000000000007
426,121301,482276,-1.3370833333333332
427,121481,482363,-1.8337500000000002
428,121390,482140,-0.9873333333333335
429,120242,484801,-0.3810256410256411
430,119570,486269,-0.2634666666666666
431,119721,486130,-0.7071999999999999
432,122088,483374,-0.33695652173913043
433,122213,483618,-0.6266666666666667
434,123914,485282,-4.682
435,120422,485570,-1.0805797101449275
436,123984,485433,-4.424285714285714
437,118536,486929,-0.15694444444444444
438,125874,481180,-3.5220634920634923
439,112355,485403,-3.730000000000001
440,112355,485403,-3.668405797101449
441,119494,494573,-1.8293859649122808
442,119494,494573,-1.8484210526315792
443,111678,476180,-0.9405376344086022
444,111678,476180,-4.30236559139785
445,111678,476180,-4.309462365591398
446,114381,476842,-4.5815
447,114381,476842,-4.455384615384616
448,120407,485540,-2.700833333333333
449,120407,485540,-2.7066666666666666
450,112632,490102,-2.561304347826087
451,112632,490102,-2.3572463768115948
452,112725,489846,-2.408030303030303
453,112725,489846,-2.3945833333333337
454,120022,485639,-1.3708333333333333
455,124030,485384,-4.483095238095237
456,120756,487737,-0.39202898550724635
457,115555,485080,-1.8070833333333338
458,123799,485293,-2.6421428571428573
459,117781,485202,-1.7008695652173915
460,117783,485076,-1.5959722222222223
461,115905,485478,-1.7427777777777778
462,124602,490088,-4.020151515151515
463,121628,485526,-0.3528985507246377
464,121899,491602,0.82
465,121759,491627,1.175111111111111
466,121664,491547,1.521111111111111
467,123917,491279,-3.836805555555556
468,124371,490466,-3.770579710144928
469,123591,484239,-4.668550724637681
470,116337,487557,-1.153768115942029
471,126815,481318,-3.8658333333333323
472,125350,479214,-3.9521739130434783
473,121996,484324,-0.2292982456140351
474,122479,484686,-0.17140350877192984
475,124116,490372,-3.9631746031746036
476,121078,488526,0.20469696969696963
477,120173,485878,-1.94140350877193
478,120196,485896,-1.7210416666666668
479,124344,480385,-4.093043478260869
480,124344,480385,-3.6852173913043487
481,123825,485349,-3.1354761904761905
482,119505,485453,-2.142833333333333
483,124061,485460,-3.9950000000000006
484,118760,486842,-0.17090909090909093
485,121912,486955,0.2898484848484848
486,124046,485430,-4.089333333333334
487,120605,485750,-0.27590909090909094
488,126696,481778,-3.834545454545454
489,120126,486493,-0.33999999999999997
490,120355,487099,-0.35789473684210527
491,118256,487985,-0.17545454545454542
492,118895,487996,-0.19893939393939394
493,120694,486287,-0.3472549019607843
494,121264,485332,-0.32285714285714284
495,122076,485667,-0.9714035087719298
496,114003,485120,-4.0577272727272735
497,113894,484956,-4.0656060606060604
498,113890,485196,-4.023333333333334
499,113780,485031,-3.913174603174603
500,113563,485207,-3.8768181818181815
501,113356,485344,-3.8122727272727275
502,113501,485441,-3.6078787878787892
503,113607,485347,-3.749848484848485
504,114189,484971,-3.542727272727274
505,114207,484731,-3.4869696969696973
506,113950,484585,-3.575909090909091
507,113984,484397,-3.725757575757575
508,114115,484593,-3.191818181818182
509,113519,484736,-3.4933333333333327
510,113584,484826,-3.5010606060606064
511,113695,484594,-3.36031746031746
512,113129,484926,-3.0284848484848483
513,113371,484968,-3.494242424242423
514,113287,484833,-3.4483333333333333
515,121256,486067,-0.3188888888888889
516,121242,486002,-0.2808333333333334
517,121233,485964,-0.26969696969696966
518,119608,482745,-1.6634920634920636
519,114022,485011,-4.075454545454545
520,113002,485064,-3.195606060606061
521,113066,485155,-3.0155555555555558
522,113399,485407,-3.712028985507247
523,114183,484395,-3.701449275362319
524,120410,485590,-0.6733333333333333
525,120410,485590,-0.8366666666666668
526,120410,485590,-2.893333333333333
527,121920,487074,-0.2774242424242424
528,119038,486606,-0.2567777777777777
529,113615,485130,-3.7890476190476186
530,113664,485208,-3.821666666666666
531,113443,484786,-3.910555555555556
532,120192,483660,-0.4277083333333333
533,114606,486263,-1.767121212121212
534,122362,486911,0.6426984126984128
535,119483,488511,-0.416969696969697
536,118227,487327,-0.2704761904761904
537,118590,487402,-0.4974242424242425
538,119082,487554,-0.3814285714285715
539,116876,485221,-1.950151515151515
540,116874,485312,-1.9360606060606065
541,122423,487074,0.06181818181818182
542,118938,483824,-0.664090909090909
543,127694,481491,-3.600333333333333
544,123167,485758,-0.8130000000000001
545,119424,485945,-0.5128571428571428
546,124978,490335,-4.313650793650792
547,122068,484429,-0.28684210526315784
548,120382,482817,-1.8504999999999998
549,114182,484682,-3.2577272727272724
550,120052,488095,-1.0984848484848482
551,120052,488095,-2.376515151515152
552,120052,488095,-2.4565079365079363
553,113915,485773,-3.696212121212121
554,117241,489031,-0.08177777777777778
555,125972,489261,-1.3430158730158732
556,125831,489216,-1.4119047619047618
557,124554,487366,0.9179365079365079
558,124527,487319,0.840793650793651
559,124548,487278,0.2617543859649122
560,124720,487354,1.3551666666666669
561,124817,487370,1.3076190476190477
562,124905,487340,0.7039682539682539
563,124983,487489,1.1581666666666668
564,125173,487430,0.08266666666666668
565,114210,484789,-3.439365079365079
566,114145,484831,-3.8211111111111107
567,118231,487265,-0.35111111111111115
568,120653,492544,-0.5914102564102562
569,120605,492453,-0.604367816091954
570,123904,489622,-0.8496825396825397
571,113950,486038,-3.8449999999999998
572,123437,486028,-1.3473015873015872
573,119822,487985,-0.12206349206349203
574,124062,485358,-4.504047619047619
575,113654,485566,-3.7004761904761914
576,117184,485104,-1.823333333333334
577,119952,485959,-1.9233333333333338
578,124755,485827,-0.24428571428571424
579,121056,486689,-0.33777777777777773
580,114859,486321,-1.7268253968253973
581,113888,486022,-3.824833333333333
582,124672,486279,-0.5133333333333334
583,120220,484470,-0.38473684210526315
584,120190,484270,-0.3894117647058823
585,121512,485915,-0.48587301587301596
586,123266,484541,-5.205555555555556
587,121789,483750,-0.4956666666666668
588,119758,482332,-1.7771666666666666
589,120383,482130,-1.8039215686274512
590,127784,481309,-3.975438596491228
591,126388,478362,-2.5065
592,120836,489016,0.38285714285714284
593,120819,488908,0.5044444444444446
594,126892,478212,-2.3030158730158727
595,120575,489150,-0.053968253968253964
596,120530,489153,0.11650000000000002
597,120675,489115,-0.22904761904761908
598,120752,489102,-0.2273333333333334
599,116878,486568,-1.5563492063492061
600,117025,486570,-1.4457142857142857
601,117152,486452,-1.6953333333333334
602,117151,486568,-1.5494444444444444
603,117133,486656,-1.3717460317460317
604,117133,486758,-1.7374603174603174
605,117128,486865,-1.896984126984127
606,116862,487571,-1.3326315789473684
607,120170,486865,-0.3166666666666667
608,121587,487515,-0.2271929824561404
609,123043,487110,-0.3370175438596491
610,115174,486063,-1.8637777777777775
611,120695,486432,-0.2712962962962963
612,121660,485980,-0.18800000000000003
613,119666,487009,-0.24483333333333332
614,119624,487104,-0.562156862745098
615,119587,487197,-0.48450000000000004
616,120907,484849,-0.32133333333333336
617,122382,486053,-0.4275
618,124226,485513,-3.628
619,124061,485396,-4.669833333333333
620,123803,486537,-0.3516666666666667
621,123898,486545,-1.466666666666667
622,120962,486619,0.6713333333333332
623,120905,484748,-0.4986666666666667
624,120908,484656,-0.5176666666666667
625,120895,484449,-0.4577777777777778
626,115604,485251,-1.8875
627,118088,483712,-0.20614035087719298
628,126882,480557,-3.5457777777777775
629,126847,481570,-3.638166666666666
630,127160,481199,-3.5388888888888888
631,124624,489478,-2.1159649122807016
632,124447,486040,-2.146140350877193
633,126684,484886,-2.4877083333333334
634,124863,481912,-3.1046666666666662
635,116456,481842,-3.182
636,114570,489557,-2.2645833333333334
637,120076,486852,-2.3816666666666664
638,123741,486084,-0.38962962962962955
639,121244,487632,-0.5081666666666667
640,113369,484740,-4.129833333333334
641,121646,486935,-0.28450000000000003
642,123934,485446,-2.3719047619047617
643,116819,487433,-1.3465
644,116389,487826,-1.6801666666666666
645,114950,486351,-1.8112280701754386
646,115083,485106,-1.9806666666666666
647,114785,485015,-1.80125
648,115513,485217,-1.7718333333333334
649,118838,485082,-0.6066666666666667
650,117831,484104,-0.2045
651,117956,483711,-0.21561403508771929
652,117863,484272,-0.1957894736842105
653,121260,492054,-2.775263157894737
654,118695,485057,0.03333333333333334
655,118646,484955,-0.11666666666666667
656,124423,485676,-0.23888888888888887
657,124071,485491,-2.569523809523809
658,121281,491447,-2.621052631578947
659,124333,489449,-1.452105263157895
660,121633,491617,1.1916666666666667
661,113620,485673,-3.8008333333333337
662,123804,485188,-4.904912280701754
663,124041,485026,-5.29313725490196
664,123515,484281,-4.435897435897436
665,123421,484175,-4.680701754385964
666,123981,484334,-4.315964912280703
667,123815,484530,-4.593684210526317
668,123901,484616,-4.7540000000000004
669,125088,484253,-4.99875
670,124987,483944,-4.4675925925925934
671,119641,487567,0.23066666666666666
672,119705,488641,-0.2412121212121212
673,120882,489088,0.6224074074074074
674,120827,489098,0.6140350877192982
675,120848,489170,0.5703508771929824
676,120132,488536,-0.13185185185185186
677,120981,489202,0.6324074074074075
678,119437,483858,-0.569607843137255
679,119437,483858,-1.0696078431372547
680,120055,483878,-0.14425925925925923
681,120055,483878,-3.031111111111111
682,123338,485031,-3.360555555555555
683,123588,485024,-4.868888888888889
684,118432,485777,-0.42313725490196086
685,118432,485777,-2.7427450980392156
686,118410,485620,-0.46129629629629615
687,118410,485620,-2.55962962962963
688,118261,484212,-0.34614035087719297
689,118261,484212,-2.855964912280702
690,118662,483847,-0.6758333333333334
691,118662,483847,-2.8360784313725484
692,118981,483821,-0.7475925925925926
693,118981,483821,-3.0620370370370367
694,118062,487021,-2.3731481481481485
695,120167,486113,-1.4417543859649118
696,120353,486126,-1.1254385964912281
697,120941,492804,-1.1133333333333333
698,120441,492204,-2.5516666666666663
699,120701,488531,-0.22156862745098038
700,118633,487211,-0.23611111111111113
701,120625,487093,-0.46274509803921565
702,120835,488408,-0.17842105263157895
703,122510,484127,-0.241875
704,121316,484197,-0.5544444444444445
705,122996,488734,0.21074074074074076
706,122133,487041,0.23333333333333334
707,120450,485096,-0.3518518518518519
708,120205,486345,-0.6178947368421055
709,123611,486309,-0.5320833333333334
710,123341,491676,-1.1646666666666665
711,120904,483632,-0.32156862745098047
712,120496,483687,-0.3135714285714286
713,116273,489097,1.0398039215686272
714,116273,489097,-2.0145833333333334
715,117600,488806,-0.1407017543859649
716,117600,488806,-2.0673684210526315
717,119842,483802,-0.17148148148148146
718,118182,484363,-0.2871929824561404
719,118182,484363,-2.153157894736842
720,122866,491713,-1.3166666666666667
721,122866,491713,-2.0753703703703703
722,122699,491492,-0.8464285714285713
723,122699,491492,-2.0475555555555554
724,121925,490790,-0.07703703703703706
725,121925,490790,-1.979019607843137
726,121391,491033,1.0448148148148146
727,121391,491033,-1.8945098039215689
728,123600,491701,-1.3542592592592593
729,123600,491701,-2.13462962962963
730,121928,492422,-1.2405555555555554
731,118137,489469,0.009074074074074075
732,118137,489469,-2.104814814814815
733,117944,489467,-0.2057407407407408
734,117944,489467,-1.998627450980392
735,117431,489358,0.352962962962963
736,117431,489358,-2.1564814814814817
737,117750,489463,-0.08314814814814814
738,117750,489463,-1.6874074074074075
739,118342,486151,-2.5957407407407405
740,120637,485449,-0.41685185185185186
741,124523,486557,0.005555555555555555
742,125033,486420,-1.183888888888889
743,119305,487412,-0.19203703703703706
744,123461,485720,-0.5443137254901961
745,120918,491555,-2.0564814814814816
746,118164,487957,-0.18037037037037038
747,118081,487084,-1.2594444444444441
748,119647,483417,-1.6321568627450982
749,119645,483343,-1.6571111111111112
750,119651,483260,-1.6888235294117646
751,119655,483933,-0.39137254901960783
752,119660,483852,-0.4317948717948718
753,119665,483781,-0.1397619047619048
754,120225,483456,-1.3619444444444444
755,120247,483353,-1.241111111111111
756,120295,483300,-1.2995238095238097
757,118583,485279,-0.7666666666666667
758,120438,483967,-0.25952380952380955
759,119215,483235,-1.2293333333333334
760,125820,480707,-3.963148148148148
761,126176,480313,-3.0892592592592596
762,126394,480284,-3.0616666666666665
763,126207,480720,-3.5654761904761907
764,119942,487272,-0.027500000000000007
765,124118,485458,-3.858787878787879
766,127867,485890,0.42438596491228076
767,122200,490425,0.13203703703703704
768,122401,490435,-0.011111111111111108
769,125591,489747,-1.2523529411764707
770,125547,489850,-1.3149019607843138
771,117047,488124,-1.5720000000000003
772,117933,488198,-0.21722222222222223
773,122047,483691,-0.43625
774,122047,483691,-3.0898039215686275
775,122843,483648,-0.6972549019607842
776,122843,483648,-3.245555555555555
777,119945,483125,-3.258039215686275
778,123890,485410,-3.7
779,123969,485343,-4.414666666666666
780,123554,485191,-3.728333333333334
781,119630,488853,-0.37333333333333335
782,119791,488857,0.035370370370370365
783,119956,488826,0.14470588235294118
784,114467,484606,-3.8761111111111117
785,114415,484532,-4.145
786,114354,484440,-3.751960784313726
787,114298,484357,-4.122037037037037
788,114248,484271,-3.8146296296296303
789,114183,484189,-4.073148148148149
790,121343,487096,-0.3729411764705883
791,113813,489495,-0.092
792,118306,488600,-0.4123529411764706
793,114300,488261,-3.797037037037038
794,117211,488079,-1.6949019607843134
795,116680,488021,-0.4252941176470588
796,120992,488195,-0.44833333333333336
797,121467,492961,-1.37
798,121561,492758,-1.2684313725490193
