D06483 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06483;
Adres;Waterlooplein naast lantaarnpaal;
Status;Actief;
Straathoogte;1,10;m + NAP
Bovenkant buis;0,93;m + NAP
Top filter;-1,72;m + NAP
Bodem filter;-2,72;m + NAP
Diameter filter;51;mm
x-coördinaat;121835;
y-coördinaat;486882;
;;
;;
datum;meting NAP;
2020-09-30 11:23;-,56;
2020-07-10 08:42;-,41;
2020-05-07 08:33;-,64;
2020-04-09 12:12;-,63;
2020-02-19 13:38;-,41;
2019-09-23 08:23;-,48;
2019-08-09 06:55;-,42;
2019-06-05 09:03;-,45;
2019-01-30 13:23;-,35;
2018-07-18 09:18;-,47;
2018-05-28 12:39;-,48;
2018-04-04 07:37;-,37;
2018-01-30 11:13;-,4;
2017-11-22 13:41;-,34;
2017-10-09 10:53;-,37;
2017-08-14 07:34;-,44;
2017-04-07 08:27;-,55;
2017-02-27 11:23;-,49;
2016-12-20 13:23;-,56;
2016-10-10 06:21;-,63;
2016-06-24 08:42;-,47;
2016-04-14 09:50;-,55;
2016-02-09 08:11;-,55;
2015-07-31 07:36;-,6;
2015-06-19 08:17;-,63;
2015-05-12 08:32;-,66;
2014-11-11 13:52;-,81;
2014-09-15 09:58;-,75;
2014-07-11 07:16;-,55;
2014-03-26 09:43;-,49;
2014-01-16 08:03;-,39;
2013-11-21 12:11;-,39;
2013-09-26 07:37;-,45;
2013-07-10 06:09;-,55;
2013-05-31 06:29;-,48;
2013-04-19 05:40;-,73;
2013-02-22 07:58;-,66;
2012-10-31 08:29;-,54;
2012-10-12 07:04;-,66;
2012-07-25 05:08;-,37;
2012-05-09 09:19;-,44;
2012-01-20 08:47;-,46;
2011-12-16 11:27;-,36;
2011-11-15 13:28;-,52;
2011-08-15 07:06;-,31;
2011-06-24 06:33;-,42;
2011-05-13 08:21;-,5;
2011-03-18 08:43;-,52;
2011-01-28 08:48;-,44;
2010-10-27 09:07;-,24;
2010-09-28 07:19;-,23;
2010-06-30 08:07;-,36;
2010-05-26 09:57;-,32;
2010-03-30 06:55;-,32;
2010-01-20 13:19;-,35;
2009-08-31 06:51;-,42;
2009-03-04 07:45;-,4;
2009-02-10 11:48;-,45;
2008-11-06 12:00;-,66;
2008-04-21 12:00;-,45;
2008-03-06 12:00;-,53;
2007-10-04 12:00;-,42;
2007-08-02 12:00;-,3;
2007-04-17 12:00;-,3;
2006-11-12 12:00;-,24;
2006-10-03 12:00;-,36;
2006-08-03 12:00;-,37;
2006-04-24 12:00;-,51;
2006-03-01 12:00;-,45;
2006-01-23 12:00;-,54;
2005-12-15 12:00;-,46;
2005-11-10 12:00;-,38;
2005-09-15 12:00;-,38;
2005-07-06 12:00;-,2;
2005-05-31 12:00;-,44;
2005-04-01 12:00;-,46;
2005-02-01 12:00;-,45;
2004-12-16 12:00;-,4;
2004-07-07 12:00;-,38;
2004-03-18 12:00;-,51;
2004-02-02 12:00;-,27;
2003-11-24 12:00;-,4;
2003-09-03 12:00;-,55;
2003-04-24 12:00;-,5;
2003-02-04 12:00;-,32;
2002-11-25 12:00;-,4;
2002-07-29 12:00;-,41;
2002-05-30 12:00;-,48;
2002-03-14 12:00;-,46;
2002-01-31 12:00;-,4;
2001-11-30 12:00;-,34;
2001-09-27 12:00;-,34;
2001-08-07 12:00;-,48;
2001-05-29 12:00;-,59;
2001-03-27 12:00;-,57;
2001-02-06 12:00;-,43;
2000-11-28 12:00;-,3;
2000-09-27 12:00;-,32;
2000-07-26 12:00;-,33;
2000-05-31 12:00;-,31;
2000-03-30 12:00;-,43;
2000-01-31 12:00;-,45;
1999-11-25 12:00;-,49;
1999-09-09 12:00;-,43;
1999-07-05 12:00;-,36;
1999-02-18 12:00;-,47;
1998-12-01 12:00;-,47;
1998-09-16 12:00;-,12;
1998-09-15 12:00;-,12;
1998-07-15 12:00;-,42;
1998-07-09 12:00;-,39;
1998-02-27 12:00;-,45;
1997-09-26 12:00;-,57;
1997-07-29 12:00;-,43;
1997-05-23 12:00;-,45;
1997-03-19 12:00;-,59;
1997-02-04 12:00;-,78;
1996-12-03 12:00;-,32;
1996-10-04 12:00;-,54;
1996-07-24 12:00;-,68;
1996-05-22 12:00;-,72;
1996-03-27 12:00;-,85;
1996-01-23 12:00;-1,07;
1995-11-20 12:00;-,93;
1995-06-13 12:00;-,55;
1995-03-27 12:00;-,61;
1995-01-16 12:00;-,57;
1994-12-19 12:00;-,7;
1994-11-18 12:00;-,64;
1994-11-09 12:00;-,6;
1994-07-27 12:00;-,94;
1994-03-30 12:00;-,53;
1994-01-17 12:00;-,6;
1993-12-29 12:00;-,61;
1993-11-12 12:00;-,7;
1993-08-27 12:00;-,62;
1993-04-01 12:00;-,78;
1993-01-22 12:00;-,6;
1992-10-28 12:00;-,5;
1992-08-21 12:00;-,72;
1992-06-12 12:00;-,75;
1992-03-31 12:00;-,6;
1992-01-27 12:00;-,83;
1992-01-02 12:00;-,75;
1991-11-06 12:00;-,73;
1991-06-06 12:00;-,85;
1991-03-25 12:00;-,92;
1991-01-16 12:00;-,77;
1990-12-03 12:00;-,71;
1990-08-29 00:00;-,74;
