,OBJECTNUMMER,Soortnaam_NL,Boomnummer,Soortnaam_WTS,Boomtype,Boomhoogte,Plantjaar,Eigenaar,Beheerder,Categorie,SOORT_KORT,SDVIEW,RADIUS,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT,Unnamed: 17
78762,78763,Zwarte els,521827,Alnus glutinosa,Boom niet vrij uitgroeiend,6 tot 9 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Alnus,Alnus,K,2,POINT(4.895972 52.354193),POINT(52.354193 4.895972),4.895972,52.354193,
78763,78764,Zwarte els,521826,Alnus glutinosa,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Alnus,Alnus,K,1,POINT(4.897707 52.355178),POINT(52.355178 4.897707),4.897707,52.355178,
78858,78859,Moeraseik,521235,Quercus palustris,Boom niet vrij uitgroeiend,15 tot 18 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Quercus,Quercus,K,5,POINT(4.896796 52.353995),POINT(52.353995 4.896796),4.896796,52.353995,
78935,78936,Gewone beuk,522055,Fagus sylvatica,Boom vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Fagus,K,1,POINT(4.898601 52.354561),POINT(52.354561 4.898601),4.898601,52.354561,
78936,78937,Gewone haagbeuk,522054,Carpinus betulus,Boom vrij uitgroeiend,tot 6 m.,1994,Gemeente Amsterdam,Stadsdeel Zuid,Carpinus,Carpinus,K,1,POINT(4.898605 52.354583),POINT(52.354583 4.898605),4.898605,52.354583,
78937,78938,Schietwilg (cultuurvariëteit),522053,Salix alba `Belders`,Boom niet vrij uitgroeiend,18 tot 24 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Salix,Salix,K,7,POINT(4.898552 52.35459),POINT(52.35459 4.898552),4.898552,52.35459,
78938,78939,Gewone beuk,522051,Fagus sylvatica,Boom vrij uitgroeiend,6 tot 9 m.,1995,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Fagus,K,2,POINT(4.897553 52.355236),POINT(52.355236 4.897553),4.897553,52.355236,
78955,78956,Trompetboom,521500,Catalpa bignonioides,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Catalpa,K,1,POINT(4.895881 52.353723),POINT(52.353723 4.895881),4.895881,52.353723,
78961,78962,Zwarte els,521491,Alnus glutinosa,Knotboom,tot 6 m.,1987,Gemeente Amsterdam,Stadsdeel Zuid,Alnus,Alnus,K,1,POINT(4.898584 52.354227),POINT(52.354227 4.898584),4.898584,52.354227,
78962,78963,Zwarte els,521490,Alnus glutinosa,Boom niet vrij uitgroeiend,6 tot 9 m.,1992,Gemeente Amsterdam,Stadsdeel Zuid,Alnus,Alnus,K,2,POINT(4.898632 52.354222),POINT(52.354222 4.898632),4.898632,52.354222,
79015,79016,Gewone haagbeuk,521483,Carpinus betulus,Boom niet vrij uitgroeiend,6 tot 9 m.,1985,Gemeente Amsterdam,Stadsdeel Zuid,Carpinus,Carpinus,K,2,POINT(4.898744 52.35447),POINT(52.35447 4.898744),4.898744,52.35447,
79016,79017,Moeraseik,521482,Quercus palustris,Boom niet vrij uitgroeiend,15 tot 18 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Quercus,Quercus,K,5,POINT(4.896882 52.353999),POINT(52.353999 4.896882),4.896882,52.353999,
79017,79018,Moeraseik,521481,Quercus palustris,Boom niet vrij uitgroeiend,15 tot 18 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Quercus,Quercus,K,5,POINT(4.896911 52.354057),POINT(52.354057 4.896911),4.896911,52.354057,
79423,79424,Bruine beuk,518973,Fagus sylvatica `Atropunicea`,Boom niet vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Fagus,K,1,POINT(4.896103 52.354532),POINT(52.354532 4.896103),4.896103,52.354532,
79425,79426,Treurwilg,518971,Salix sepulcralis `Chrysocoma`,Gekandelaberde boom,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Salix,Salix,K,1,POINT(4.896235 52.353963),POINT(52.353963 4.896235),4.896235,52.353963,
79427,79428,Zwarte els (cultuurvariëteit),518968,Alnus glutinosa `Laciniata`,Boom niet vrij uitgroeiend,12 tot 15 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Alnus,Alnus,K,4,POINT(4.896953 52.354232),POINT(52.354232 4.896953),4.896953,52.354232,
79428,79429,Zwarte els (cultuurvariëteit),518967,Alnus glutinosa `Laciniata`,Boom niet vrij uitgroeiend,12 tot 15 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Alnus,Alnus,K,4,POINT(4.897057 52.354247),POINT(52.354247 4.897057),4.897057,52.354247,
79471,79472,Zwarte els (cultuurvariëteit),518966,Alnus glutinosa `Laciniata`,Boom niet vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Alnus,Alnus,K,1,POINT(4.897092 52.354316),POINT(52.354316 4.897092),4.897092,52.354316,
79473,79474,Veldiep,518964,Ulmus minor,Boom niet vrij uitgroeiend,Onbekend,1972,Gemeente Amsterdam,Stadsdeel Zuid,Ulmus,Ulmus,K,1,POINT(4.896854 52.354692),POINT(52.354692 4.896854),4.896854,52.354692,
79474,79475,Appel,518963,Malus,Boom niet vrij uitgroeiend,6 tot 9 m.,1982,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Malus,K,2,POINT(4.896533 52.354678),POINT(52.354678 4.896533),4.896533,52.354678,
79475,79476,Appel,518962,Malus,Boom niet vrij uitgroeiend,6 tot 9 m.,1982,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Malus,K,2,POINT(4.89654 52.354658),POINT(52.354658 4.89654),4.89654,52.354658,
79476,79477,Gewone esdoorn,518961,Acer pseudoplatanus,Boom niet vrij uitgroeiend,Onbekend,1975,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.896636 52.354599),POINT(52.354599 4.896636),4.896636,52.354599,
79477,79478,Veldiep,518959,Ulmus minor,Boom niet vrij uitgroeiend,Onbekend,1970,Gemeente Amsterdam,Stadsdeel Zuid,Ulmus,Ulmus,K,1,POINT(4.896389 52.354502),POINT(52.354502 4.896389),4.896389,52.354502,
79478,79479,Iep (cultuurvariëteit),518958,Ulmus `Clusius`,Boom niet vrij uitgroeiend,Onbekend,2001,Gemeente Amsterdam,Stadsdeel Zuid,Ulmus,Ulmus,K,1,POINT(4.896312 52.354562),POINT(52.354562 4.896312),4.896312,52.354562,
79485,79486,Bitternoot,518951,Juglans nigra,Boom niet vrij uitgroeiend,6 tot 9 m.,2004,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Juglans,K,2,POINT(4.897687 52.354587),POINT(52.354587 4.897687),4.897687,52.354587,
79528,79529,Bruine beuk,518944,Fagus sylvatica `Atropunicea`,Boom niet vrij uitgroeiend,9 tot 12 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Fagus,K,3,POINT(4.896199 52.354554),POINT(52.354554 4.896199),4.896199,52.354554,
79536,79537,Grauwe abeel,518936,Populus canescens,Boom niet vrij uitgroeiend,Onbekend,1970,Gemeente Amsterdam,Stadsdeel Zuid,Populus,Populus,K,1,POINT(4.897263 52.354246),POINT(52.354246 4.897263),4.897263,52.354246,
79537,79538,Boomhazelaar,518935,Corylus colurna,Boom vrij uitgroeiend,Onbekend,1985,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Corylus,K,1,POINT(4.897885 52.35493),POINT(52.35493 4.897885),4.897885,52.35493,
79569,79570,Boomhazelaar,518934,Corylus colurna,Boom niet vrij uitgroeiend,Onbekend,1985,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Corylus,K,1,POINT(4.897937 52.354987),POINT(52.354987 4.897937),4.897937,52.354987,
79570,79571,Gewone plataan,518933,Platanus hispanica,Boom niet vrij uitgroeiend,18 tot 24 m.,1960,Gemeente Amsterdam,Stadsdeel Zuid,Platanus,Platanus,K,7,POINT(4.898063 52.354883),POINT(52.354883 4.898063),4.898063,52.354883,
79578,79579,Japanse notenboom,518924,Ginkgo biloba,Boom niet vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Ginkgo,K,1,POINT(4.89614 52.35465),POINT(52.35465 4.89614),4.89614,52.35465,
79579,79580,Appel (cultuurvariëteit),518923,Malus domestica cv.,Boom niet vrij uitgroeiend,6 tot 9 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Malus,K,2,POINT(4.894162 52.354034),POINT(52.354034 4.894162),4.894162,52.354034,
79580,79581,Eenstijlige meidoorn,518922,Crataegus monogyna,Boom niet vrij uitgroeiend,6 tot 9 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Crataegus,Crataegus,K,2,POINT(4.894179 52.353998),POINT(52.353998 4.894179),4.894179,52.353998,
79581,79582,Zachte es,518921,Fraxinus pennsylvanica,Boom niet vrij uitgroeiend,Onbekend,1950,Gemeente Amsterdam,Stadsdeel Zuid,Fraxinus,Fraxinus,K,1,POINT(4.894428 52.354153),POINT(52.354153 4.894428),4.894428,52.354153,
79582,79583,Japanse sierkers (cultuurvariëteit),518920,Prunus serrulata `Kanzan`,Boom niet vrij uitgroeiend,6 tot 9 m.,1996,Gemeente Amsterdam,Stadsdeel Zuid,Prunus,Prunus,K,2,POINT(4.894581 52.354216),POINT(52.354216 4.894581),4.894581,52.354216,
79583,79584,Japanse sierkers (cultuurvariëteit),518919,Prunus serrulata `Kanzan`,Boom niet vrij uitgroeiend,6 tot 9 m.,1996,Gemeente Amsterdam,Stadsdeel Zuid,Prunus,Prunus,K,2,POINT(4.894607 52.354242),POINT(52.354242 4.894607),4.894607,52.354242,
79584,79585,Ruwe berk,518918,Betula pendula,Boom niet vrij uitgroeiend,Onbekend,1965,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,1,POINT(4.89467 52.354394),POINT(52.354394 4.89467),4.89467,52.354394,
79631,79632,Ruwe berk,518917,Betula pendula,Boom niet vrij uitgroeiend,9 tot 12 m.,1965,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,3,POINT(4.894676 52.354405),POINT(52.354405 4.894676),4.894676,52.354405,
79632,79633,Treurberk,518916,Betula pendula `Tristis`,Boom niet vrij uitgroeiend,Onbekend,1975,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,1,POINT(4.894589 52.354454),POINT(52.354454 4.894589),4.894589,52.354454,
79633,79634,Treurberk,518915,Betula pendula `Tristis`,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,1,POINT(4.897507 52.355136),POINT(52.355136 4.897507),4.897507,52.355136,
79636,79637,Watercipres,518912,Metasequoia glyptostroboides,Boom niet vrij uitgroeiend,15 tot 18 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Metasequoia,K,5,POINT(4.896893 52.354337),POINT(52.354337 4.896893),4.896893,52.354337,
79637,79638,Gewone esdoorn,518911,Acer pseudoplatanus,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.897531 52.355156),POINT(52.355156 4.897531),4.897531,52.355156,
79638,79639,Ruwe berk,518910,Betula pendula,Boom vrij uitgroeiend,12 tot 15 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,4,POINT(4.894324 52.35414),POINT(52.35414 4.894324),4.894324,52.35414,
79639,79640,Witte paardenkastanje,518909,Aesculus hippocastanum,Boom niet vrij uitgroeiend,9 tot 12 m.,1982,Gemeente Amsterdam,Stadsdeel Zuid,Aesculus,Aesculus,K,3,POINT(4.89499 52.354582),POINT(52.354582 4.89499),4.89499,52.354582,
79640,79641,Veldesdoorn,518908,Acer campestre,Boom niet vrij uitgroeiend,Onbekend,1965,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.897142 52.35414),POINT(52.35414 4.897142),4.897142,52.35414,
79641,79642,Canadese populier,518907,Populus canadensis,Gekandelaberde boom,18 tot 24 m.,1960,Gemeente Amsterdam,Stadsdeel Zuid,Populus,Populus,K,7,POINT(4.897339 52.354282),POINT(52.354282 4.897339),4.897339,52.354282,
79642,79643,Veldesdoorn,518906,Acer campestre,Boom niet vrij uitgroeiend,Onbekend,1960,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.89771 52.354048),POINT(52.354048 4.89771),4.89771,52.354048,
79643,79644,Veldesdoorn,518905,Acer campestre,Boom niet vrij uitgroeiend,Onbekend,1970,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.897704 52.354114),POINT(52.354114 4.897704),4.897704,52.354114,
79644,79645,Veldesdoorn,518904,Acer campestre,Boom niet vrij uitgroeiend,6 tot 9 m.,1985,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,2,POINT(4.897572 52.354),POINT(52.354 4.897572),4.897572,52.354,
79645,79646,Veldesdoorn,518903,Acer campestre,Boom niet vrij uitgroeiend,Onbekend,1985,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.897491 52.354036),POINT(52.354036 4.897491),4.897491,52.354036,
79646,79647,Veldesdoorn,518901,Acer campestre,Boom niet vrij uitgroeiend,6 tot 9 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,2,POINT(4.893917 52.354436),POINT(52.354436 4.893917),4.893917,52.354436,
79694,79695,Veldesdoorn,518897,Acer campestre,Boom niet vrij uitgroeiend,6 tot 9 m.,1985,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,2,POINT(4.894028 52.354494),POINT(52.354494 4.894028),4.894028,52.354494,
79695,79696,Veldesdoorn,518896,Acer campestre,Boom niet vrij uitgroeiend,6 tot 9 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,2,POINT(4.893926 52.354441),POINT(52.354441 4.893926),4.893926,52.354441,
79696,79697,Veldesdoorn,518895,Acer campestre,Boom niet vrij uitgroeiend,Onbekend,1995,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.893971 52.354331),POINT(52.354331 4.893971),4.893971,52.354331,
79747,79748,Trompetboom,518884,Catalpa bignonioides,Boom niet vrij uitgroeiend,12 tot 15 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Catalpa,K,4,POINT(4.896904 52.354962),POINT(52.354962 4.896904),4.896904,52.354962,
79748,79749,Gewone haagbeuk,518883,Carpinus betulus,Boom niet vrij uitgroeiend,6 tot 9 m.,1992,Gemeente Amsterdam,Stadsdeel Zuid,Carpinus,Carpinus,K,2,POINT(4.897327 52.354017),POINT(52.354017 4.897327),4.897327,52.354017,
79749,79750,Veldesdoorn,518882,Acer campestre,Boom niet vrij uitgroeiend,6 tot 9 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,2,POINT(4.897646 52.354095),POINT(52.354095 4.897646),4.897646,52.354095,
79752,79753,Zilveresdoorn,518879,Acer saccharinum,Boom niet vrij uitgroeiend,18 tot 24 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,7,POINT(4.895396 52.354051),POINT(52.354051 4.895396),4.895396,52.354051,
79753,79754,Gewone plataan,518878,Platanus hispanica,Boom niet vrij uitgroeiend,18 tot 24 m.,1901,Gemeente Amsterdam,Stadsdeel Zuid,Platanus,Platanus,K,7,POINT(4.895731 52.354314),POINT(52.354314 4.895731),4.895731,52.354314,
79754,79755,Rode paardenkastanje,518877,Aesculus carnea,Boom niet vrij uitgroeiend,12 tot 15 m.,1950,Gemeente Amsterdam,Stadsdeel Zuid,Aesculus,Aesculus,K,4,POINT(4.894517 52.353542),POINT(52.353542 4.894517),4.894517,52.353542,
79760,79761,Gewone esdoorn,518870,Acer pseudoplatanus,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.894845 52.354116),POINT(52.354116 4.894845),4.894845,52.354116,
79761,79762,Gewone esdoorn,518869,Acer pseudoplatanus,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.894773 52.354109),POINT(52.354109 4.894773),4.894773,52.354109,
79807,79808,Bonte veldiep (cultuurvariëteit),518861,Ulmus minor `Variegata`,Boom niet vrij uitgroeiend,9 tot 12 m.,1987,Gemeente Amsterdam,Stadsdeel Zuid,Ulmus,Ulmus,K,3,POINT(4.895492 52.354275),POINT(52.354275 4.895492),4.895492,52.354275,
79810,79811,Gewone beuk,518858,Fagus sylvatica,Boom niet vrij uitgroeiend,12 tot 15 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Fagus,K,4,POINT(4.896721 52.354942),POINT(52.354942 4.896721),4.896721,52.354942,
79811,79812,Gewone beuk,518857,Fagus sylvatica,Boom niet vrij uitgroeiend,Onbekend,1970,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Fagus,K,1,POINT(4.896804 52.354967),POINT(52.354967 4.896804),4.896804,52.354967,
79812,79813,Gewone esdoorn,518856,Acer pseudoplatanus,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.894827 52.35412),POINT(52.35412 4.894827),4.894827,52.35412,
79813,79814,Zilveresdoorn,518855,Acer saccharinum,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.895237 52.354644),POINT(52.354644 4.895237),4.895237,52.354644,
79814,79815,Amerikaanse eik,518854,Quercus rubra,Boom niet vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Quercus,Quercus,K,1,POINT(4.895923 52.354708),POINT(52.354708 4.895923),4.895923,52.354708,
79815,79816,Moseik,518853,Quercus cerris,Boom niet vrij uitgroeiend,12 tot 15 m.,1981,Gemeente Amsterdam,Stadsdeel Zuid,Quercus,Quercus,K,4,POINT(4.895912 52.354832),POINT(52.354832 4.895912),4.895912,52.354832,
79917,79918,Noorse esdoorn,519315,Acer platanoides,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.898411 52.354733),POINT(52.354733 4.898411),4.898411,52.354733,
79966,79967,Gewone beuk,519581,Fagus sylvatica,Boom niet vrij uitgroeiend,Onbekend,1975,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Fagus,K,1,POINT(4.897339 52.354085),POINT(52.354085 4.897339),4.897339,52.354085,
80016,80017,Hollandse iep (cultuurvariëteit),519579,Ulmus hollandica `Dampieri`,Boom niet vrij uitgroeiend,Onbekend,1982,Gemeente Amsterdam,Stadsdeel Zuid,Ulmus,Ulmus,K,1,POINT(4.896499 52.353876),POINT(52.353876 4.896499),4.896499,52.353876,
80017,80018,Hollandse iep (cultuurvariëteit),519578,Ulmus hollandica `Dampieri`,Boom niet vrij uitgroeiend,Onbekend,1982,Gemeente Amsterdam,Stadsdeel Zuid,Ulmus,Ulmus,K,1,POINT(4.896452 52.35386),POINT(52.35386 4.896452),4.896452,52.35386,
80018,80019,Pluimiep,519577,Ulmus glabra `Exoniensis`,Boom niet vrij uitgroeiend,Onbekend,1950,Gemeente Amsterdam,Stadsdeel Zuid,Ulmus,Ulmus,K,1,POINT(4.896327 52.353795),POINT(52.353795 4.896327),4.896327,52.353795,
80026,80027,Veldesdoorn,519568,Acer campestre,Boom vrij uitgroeiend,Onbekend,1975,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.89749 52.354081),POINT(52.354081 4.89749),4.89749,52.354081,
80027,80028,Gewone plataan,519567,Platanus hispanica,Boom niet vrij uitgroeiend,18 tot 24 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Platanus,Platanus,K,7,POINT(4.897655 52.35418),POINT(52.35418 4.897655),4.897655,52.35418,
80028,80029,Gewone plataan,519566,Platanus hispanica,Boom niet vrij uitgroeiend,Onbekend,1970,Gemeente Amsterdam,Stadsdeel Zuid,Platanus,Platanus,K,1,POINT(4.897616 52.354143),POINT(52.354143 4.897616),4.897616,52.354143,
80029,80030,Gewone esdoorn,519565,Acer pseudoplatanus,Boom niet vrij uitgroeiend,15 tot 18 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,5,POINT(4.897229 52.354062),POINT(52.354062 4.897229),4.897229,52.354062,
80077,80078,Gewone vlier,519559,Sambucus nigra,Boom niet vrij uitgroeiend,6 tot 9 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Sambucus,K,2,POINT(4.898283 52.355161),POINT(52.355161 4.898283),4.898283,52.355161,
80078,80079,Zachte berk,519558,Betula pubescens,Boom niet vrij uitgroeiend,6 tot 9 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,2,POINT(4.897252 52.355089),POINT(52.355089 4.897252),4.897252,52.355089,
80079,80080,Treurberk,519557,Betula pendula `Tristis`,Boom niet vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,1,POINT(4.897051 52.355073),POINT(52.355073 4.897051),4.897051,52.355073,
80080,80081,Treurberk,519556,Betula pendula `Tristis`,Boom niet vrij uitgroeiend,6 tot 9 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,2,POINT(4.897119 52.355034),POINT(52.355034 4.897119),4.897119,52.355034,
80081,80082,Treurberk,519555,Betula pendula `Tristis`,Boom niet vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,1,POINT(4.896976 52.355067),POINT(52.355067 4.896976),4.896976,52.355067,
80082,80083,Zwarte berk,519554,Betula nigra,Boom niet vrij uitgroeiend,Onbekend,1947,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,1,POINT(4.896703 52.355046),POINT(52.355046 4.896703),4.896703,52.355046,
80138,80139,Pluimiep,519545,Ulmus glabra `Exoniensis`,Boom niet vrij uitgroeiend,Onbekend,1950,Gemeente Amsterdam,Stadsdeel Zuid,Ulmus,Ulmus,K,1,POINT(4.896087 52.353741),POINT(52.353741 4.896087),4.896087,52.353741,
80144,80145,Veldesdoorn,519539,Acer campestre,Boom niet vrij uitgroeiend,6 tot 9 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,2,POINT(4.898479 52.354185),POINT(52.354185 4.898479),4.898479,52.354185,
80145,80146,Veldesdoorn,519538,Acer campestre,Boom niet vrij uitgroeiend,6 tot 9 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,2,POINT(4.898569 52.354216),POINT(52.354216 4.898569),4.898569,52.354216,
80146,80147,Gewone haagbeuk (cultuurvariëteit),519537,Carpinus betulus `Frans Fontaine`,Boom vrij uitgroeiend,6 tot 9 m.,1998,Gemeente Amsterdam,Stadsdeel Zuid,Carpinus,Carpinus,K,2,POINT(4.898733 52.354238),POINT(52.354238 4.898733),4.898733,52.354238,
80147,80148,Veldesdoorn,519536,Acer campestre,Boom niet vrij uitgroeiend,Onbekend,1985,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.898681 52.35422),POINT(52.35422 4.898681),4.898681,52.35422,
80149,80150,Bolacacia,519532,Robinia pseudoacacia `Umbraculifera`,Knotboom,tot 6 m.,2003,Gemeente Amsterdam,Stadsdeel Zuid,Robinia,Robinia,K,1,POINT(4.893049 52.35445),POINT(52.35445 4.893049),4.893049,52.35445,
80150,80151,Japanse notenboom,519531,Ginkgo biloba,Boom niet vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Ginkgo,K,1,POINT(4.895997 52.354841),POINT(52.354841 4.895997),4.895997,52.354841,
80159,80160,Gewone es,519253,Fraxinus excelsior,Boom niet vrij uitgroeiend,12 tot 15 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Fraxinus,Fraxinus,K,4,POINT(4.898325 52.354922),POINT(52.354922 4.898325),4.898325,52.354922,
80178,80179,Gewone esdoorn,518986,Acer pseudoplatanus,Boom niet vrij uitgroeiend,Onbekend,1980,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.89476 52.354112),POINT(52.354112 4.89476),4.89476,52.354112,
80179,80180,Wilde lijsterbes,518985,Sorbus aucuparia,Boom niet vrij uitgroeiend,6 tot 9 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Sorbus,K,2,POINT(4.896889 52.354607),POINT(52.354607 4.896889),4.896889,52.354607,
80181,80182,Watercipres,518983,Metasequoia glyptostroboides,Boom niet vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Metasequoia,K,1,POINT(4.896866 52.354231),POINT(52.354231 4.896866),4.896866,52.354231,
80205,80206,Veldesdoorn,519523,Acer campestre,Boom niet vrij uitgroeiend,Onbekend,1970,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,1,POINT(4.898025 52.354095),POINT(52.354095 4.898025),4.898025,52.354095,
80280,80281,Zwarte els,519224,Alnus glutinosa,Boom niet vrij uitgroeiend,Onbekend,1995,Gemeente Amsterdam,Stadsdeel Zuid,Alnus,Alnus,K,1,POINT(4.897644 52.35523),POINT(52.35523 4.897644),4.897644,52.35523,
80321,80322,Trompetboom,519756,Catalpa bignonioides,Gekandelaberde boom,6 tot 9 m.,1990,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Catalpa,K,2,POINT(4.895972 52.353784),POINT(52.353784 4.895972),4.895972,52.353784,
80322,80323,Schietwilg (cultuurvariëteit),519755,Salix alba `Belders`,Boom niet vrij uitgroeiend,18 tot 24 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Salix,Salix,K,7,POINT(4.895397 52.35375),POINT(52.35375 4.895397),4.895397,52.35375,
80323,80324,Gewone es,519754,Fraxinus excelsior,Boom niet vrij uitgroeiend,Onbekend,1950,Gemeente Amsterdam,Stadsdeel Zuid,Fraxinus,Fraxinus,K,1,POINT(4.895539 52.353842),POINT(52.353842 4.895539),4.895539,52.353842,
80324,80325,Gewone es,519753,Fraxinus excelsior,Boom niet vrij uitgroeiend,Onbekend,1960,Gemeente Amsterdam,Stadsdeel Zuid,Fraxinus,Fraxinus,K,1,POINT(4.895718 52.353878),POINT(52.353878 4.895718),4.895718,52.353878,
80333,80334,Trompetboom,519490,Catalpa bignonioides,Boom niet vrij uitgroeiend,Onbekend,1990,Gemeente Amsterdam,Stadsdeel Zuid,Overig,Catalpa,K,1,POINT(4.896493 52.3538),POINT(52.3538 4.896493),4.896493,52.3538,
80538,80539,Gewone esdoorn,519159,Acer pseudoplatanus,Boom niet vrij uitgroeiend,15 tot 18 m.,1980,Gemeente Amsterdam,Stadsdeel Zuid,Acer,Acer,K,5,POINT(4.895262 52.353674),POINT(52.353674 4.895262),4.895262,52.353674,
80539,80540,Zachte berk,519158,Betula pubescens,Boom niet vrij uitgroeiend,15 tot 18 m.,1970,Gemeente Amsterdam,Stadsdeel Zuid,Betula,Betula,K,5,POINT(4.89534 52.353657),POINT(52.353657 4.89534),4.89534,52.353657,
80602,80603,Witte paardenkastanje,519143,Aesculus hippocastanum,Boom niet vrij uitgroeiend,6 tot 9 m.,1987,Gemeente Amsterdam,Stadsdeel Zuid,Aesculus,Aesculus,K,2,POINT(4.894534 52.353477),POINT(52.353477 4.894534),4.894534,52.353477,
