id,uuid,runnummer,boomhoogte,opkroonhoogte,kroondiameter,kroonoppervlak,stamdiameter,boomsoort,runnummer_attrs,bron_stam_positie,uid_gemeente
"6272",17660196-ceea-414f-a0e9-8f0a6a54c713,"156",26.3280631681808,6.51997231779526,15.3372424473835,184.75,"107",,"156",lufo,
"6273",5f0415a5-4297-435b-a3f3-c7892da8e84a,"156",15.6177970558628,4.43147042589324,4.81217666133225,18.1875,"28",,"156",lufo,
"6274",4f144645-3a23-46ba-8cf4-4cf797ab26c3,"156",21.1904773642801,5.51814308603461,13.3600998752839,140.1875,"81",,"156",lufo,
"6275",ae530489-643b-422d-950b-6675a99ce8a8,"156",36.3827836251319,8.48064280690072,10.2241445259726,82.1001293277596,"101",Acer campestre,"156",gem,"522329"
"6276",5e18ba75-9ccc-4277-8a5b-727eae163725,"156",12.8879219667854,3.89914478352315,5.85178252008918,26.8946710020258,"28",Crataegus monogyna,"156",gem,"521890"
"6277",fdfe293e-b525-41c9-a5a7-b5b99f050014,"156",38.907615917486,8.97298510390976,7.13897641641761,40.0278050465104,"79",Fagus sylvatica,"156",gem,"526237"
"6278",ffa93c3b-50a2-49da-aa26-f7dc59c80728,"156",16.4917755238332,4.60189622714747,6.62517740171503,34.4734624255842,"37",Salix sepulcralis `Chrysocoma`,"156",gem,"521889"
"6279",82561da2-a26e-4743-b3ef-feacb7f0ab0a,"156",17.4331841281723,4.7854709049936,23.4783548273464,432.9375,"109",,"156",lufo,
"6280",04144423-2bad-47c8-aa8f-e88d1632ae0c,"156",8.96952026090039,3.13505645087558,5.69104831460784,25.4375,"20",,"156",lufo,
"6281",48fa07fa-e160-4e31-9711-65b2bfb7d8f5,"156",24.8775756139171,6.23712724471383,11.391398682599,101.916378958297,"81",Acer campestre,"156",gem,"518852"
"6282",2945db36-fff9-449d-86bc-729032232c0a,"156",11.7674941441815,3.68066135811539,5.35980104370369,22.5625,"24",Prunus avium `Plena`,"156",lufo,"524745"
"6283",df6da672-f65a-42af-a45a-49276ea487d9,"156",11.6710324572138,3.66185132915668,9.7720502380584,75,"39",Corylus colurna,"156",lufo,"526121"
"6284",fec2a4a3-cff9-4cd4-867b-d7d1c8a302d3,"156",12.8879219667854,3.89914478352315,8.74027942112486,59.998516913193,"38",Alnus glutinosa,"156",lufo,"521891"
"6285",4be606c2-cd81-47a4-9309-a18f730ed719,"156",12.4103274032447,3.80601384363272,3.94932708483429,12.25,"20",,"156",lufo,
