,OBJECTNUMMER,Soortnaam_NL,Boomnummer,Soortnaam_WTS,Boomtype,Boomhoogte,Plantjaar,Eigenaar,Beheerder,Categorie,SOORT_KORT,SDVIEW,RADIUS,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT,Unnamed: 17
186057,186058,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.899844 52.369158),POINT(52.369158 4.899844),4.899844,52.369158,
187138,187139,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.905232 52.367219),POINT(52.367219 4.905232),4.905232,52.367219,
187567,187568,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.89801 52.368733),POINT(52.368733 4.89801),4.89801,52.368733,
187794,187795,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.904426 52.374784),POINT(52.374784 4.904426),4.904426,52.374784,
187795,187796,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.90452 52.374719),POINT(52.374719 4.90452),4.90452,52.374719,
188193,188194,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.905104 52.374409),POINT(52.374409 4.905104),4.905104,52.374409,
188194,188195,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.904993 52.374461),POINT(52.374461 4.904993),4.904993,52.374461,
188195,188196,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.904866 52.374532),POINT(52.374532 4.904866),4.904866,52.374532,
215983,215984,Iep (cultuurvariëteit),0,Ulmus `Rebona`,Boom niet vrij uitgroeiend,6 tot 9 m.,0,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.904635 52.374659),POINT(52.374659 4.904635),4.904635,52.374659,
215984,215985,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.904736 52.374596),POINT(52.374596 4.904736),4.904736,52.374596,
215989,215990,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.904501 52.374198),POINT(52.374198 4.904501),4.904501,52.374198,
215990,215991,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.904612 52.374264),POINT(52.374264 4.904612),4.904612,52.374264,
215995,215996,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.906466 52.373804),POINT(52.373804 4.906466),4.906466,52.373804,
215996,215997,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.907106 52.373528),POINT(52.373528 4.907106),4.907106,52.373528,
216188,216189,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.906685 52.372522),POINT(52.372522 4.906685),4.906685,52.372522,
220124,220125,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.90196 52.375049),POINT(52.375049 4.90196),4.90196,52.375049,
220125,220126,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.902013 52.375159),POINT(52.375159 4.902013),4.902013,52.375159,
221345,221346,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.902637 52.372056),POINT(52.372056 4.902637),4.902637,52.372056,
221346,221347,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.902695 52.372166),POINT(52.372166 4.902695),4.902695,52.372166,
221347,221348,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.898377 52.370346),POINT(52.370346 4.898377),4.898377,52.370346,
221348,221349,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.90276 52.372277),POINT(52.372277 4.90276),4.90276,52.372277,
221349,221350,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.902806 52.372368),POINT(52.372368 4.902806),4.902806,52.372368,
221350,221351,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.898763 52.370749),POINT(52.370749 4.898763),4.898763,52.370749,
221351,221352,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.898307 52.370277),POINT(52.370277 4.898307),4.898307,52.370277,
223286,223287,Esdoorn (cultuurvariëteit),347655,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,6 tot 9 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,2,POINT(4.905227 52.368855),POINT(52.368855 4.905227),4.905227,52.368855,
223287,223288,Iep (cultuurvariëteit),347654,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.907706 52.367993),POINT(52.367993 4.907706),4.907706,52.367993,
223290,223291,Iep (cultuurvariëteit),347651,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896619 52.371109),POINT(52.371109 4.896619),4.896619,52.371109,
223291,223292,Iep (cultuurvariëteit),347650,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896896 52.371407),POINT(52.371407 4.896896),4.896896,52.371407,
223292,223293,Iep (cultuurvariëteit),347649,Ulmus `Rebona`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.902623 52.374326),POINT(52.374326 4.902623),4.902623,52.374326,
223294,223295,Iep (cultuurvariëteit),347646,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,12 tot 15 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.906588 52.373362),POINT(52.373362 4.906588),4.906588,52.373362,
223295,223296,Iep (cultuurvariëteit),347645,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.903652 52.371218),POINT(52.371218 4.903652),4.903652,52.371218,
223296,223297,Iep (cultuurvariëteit),347644,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.902828 52.37031),POINT(52.37031 4.902828),4.902828,52.37031,
223320,223321,Valse acacia,347179,Robinia pseudoacacia,Boom niet vrij uitgroeiend,15 tot 18 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Robinia,Robinia,A,5,POINT(4.898957 52.368477),POINT(52.368477 4.898957),4.898957,52.368477,
223321,223322,Valse acacia,347178,Robinia pseudoacacia,Boom niet vrij uitgroeiend,12 tot 15 m.,2000,Gemeente Amsterdam,Stadsdeel Centrum,Robinia,Robinia,A,4,POINT(4.899824 52.369259),POINT(52.369259 4.899824),4.899824,52.369259,
223322,223323,Iep (cultuurvariëteit),347177,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,6 tot 9 m.,2009,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.898309 52.369052),POINT(52.369052 4.898309),4.898309,52.369052,
223323,223324,Iep (cultuurvariëteit),347176,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.897736 52.370201),POINT(52.370201 4.897736),4.897736,52.370201,
223449,223450,Iep (cultuurvariëteit),348569,Ulmus `Rebona`,Boom niet vrij uitgroeiend,6 tot 9 m.,2016,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.904766 52.367238),POINT(52.367238 4.904766),4.904766,52.367238,
223450,223451,Iep (cultuurvariëteit),348568,Ulmus `San Zanobi`,Boom niet vrij uitgroeiend,9 tot 12 m.,2016,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.906981 52.368733),POINT(52.368733 4.906981),4.906981,52.368733,
223477,223478,Iep (cultuurvariëteit),348099,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,9 tot 12 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.892278 52.375212),POINT(52.375212 4.892278),4.892278,52.375212,
223478,223479,Iep (cultuurvariëteit),348098,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,6 tot 9 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.8951 52.369652),POINT(52.369652 4.8951),4.8951,52.369652,
223500,223501,Iep (cultuurvariëteit),347643,Ulmus `Rebona`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.902569 52.370199),POINT(52.370199 4.902569),4.902569,52.370199,
223526,223527,Iep (cultuurvariëteit),347175,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.897389 52.369855),POINT(52.369855 4.897389),4.897389,52.369855,
223527,223528,Iep (cultuurvariëteit),347174,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896798 52.369246),POINT(52.369246 4.896798),4.896798,52.369246,
223528,223529,Iep (cultuurvariëteit),347173,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.89669 52.369133),POINT(52.369133 4.89669),4.89669,52.369133,
223529,223530,Iep (cultuurvariëteit),347172,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896484 52.368919),POINT(52.368919 4.896484),4.896484,52.368919,
223530,223531,Iep (cultuurvariëteit),347171,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896378 52.371084),POINT(52.371084 4.896378),4.896378,52.371084,
223531,223532,Iep (cultuurvariëteit),347170,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.894875 52.370591),POINT(52.370591 4.894875),4.894875,52.370591,
223532,223533,Iep (cultuurvariëteit),347169,Ulmus `Lobel`,Boom niet vrij uitgroeiend,12 tot 15 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.894946 52.370803),POINT(52.370803 4.894946),4.894946,52.370803,
223533,223534,Iep (cultuurvariëteit),347168,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.895014 52.370927),POINT(52.370927 4.895014),4.895014,52.370927,
223534,223535,Iep (cultuurvariëteit),347167,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.895126 52.371051),POINT(52.371051 4.895126),4.895126,52.371051,
223535,223536,Iep (cultuurvariëteit),347166,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.895238 52.371162),POINT(52.371162 4.895238),4.895238,52.371162,
223536,223537,Iep (cultuurvariëteit),347165,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.895345 52.371272),POINT(52.371272 4.895345),4.895345,52.371272,
223537,223538,Iep (cultuurvariëteit),347164,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.895467 52.37139),POINT(52.37139 4.895467),4.895467,52.37139,
223538,223539,Iep (cultuurvariëteit),347163,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,6 tot 9 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.902494 52.368251),POINT(52.368251 4.902494),4.902494,52.368251,
223539,223540,Witte paardenkastanje,347162,Aesculus hippocastanum,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Aesculus,Aesculus,A,4,POINT(4.898315 52.371468),POINT(52.371468 4.898315),4.898315,52.371468,
223740,223741,Iep (cultuurvariëteit),347161,Ulmus `Rebona`,Boom niet vrij uitgroeiend,9 tot 12 m.,2012,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896118 52.371905),POINT(52.371905 4.896118),4.896118,52.371905,
223741,223742,Iep (cultuurvariëteit),347160,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.895073 52.371346),POINT(52.371346 4.895073),4.895073,52.371346,
223742,223743,Iep (cultuurvariëteit),347157,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2009,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.898396 52.374012),POINT(52.374012 4.898396),4.898396,52.374012,
223743,223744,Iep (cultuurvariëteit),347156,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2009,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.898967 52.374515),POINT(52.374515 4.898967),4.898967,52.374515,
223744,223745,Iep (cultuurvariëteit),347155,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2009,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899168 52.374698),POINT(52.374698 4.899168),4.899168,52.374698,
223745,223746,Iep (cultuurvariëteit),347154,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2009,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899624 52.375174),POINT(52.375174 4.899624),4.899624,52.375174,
223746,223747,Iep (cultuurvariëteit),347153,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2009,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899811 52.375373),POINT(52.375373 4.899811),4.899811,52.375373,
223747,223748,Iep (cultuurvariëteit),347152,Ulmus `Clusius`,Boom niet vrij uitgroeiend,9 tot 12 m.,2009,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.899972 52.375518),POINT(52.375518 4.899972),4.899972,52.375518,
223748,223749,Iep (cultuurvariëteit),347151,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.898374 52.373705),POINT(52.373705 4.898374),4.898374,52.373705,
223749,223750,Iep (cultuurvariëteit),347150,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.898237 52.373601),POINT(52.373601 4.898237),4.898237,52.373601,
223750,223751,Iep (cultuurvariëteit),347149,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.898108 52.3735),POINT(52.3735 4.898108),4.898108,52.3735,
223751,223752,Iep (cultuurvariëteit),347148,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897977 52.373396),POINT(52.373396 4.897977),4.897977,52.373396,
223866,223867,Iep (cultuurvariëteit),348541,Ulmus `Rebona`,Boom niet vrij uitgroeiend,6 tot 9 m.,2016,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.897552 52.37409),POINT(52.37409 4.897552),4.897552,52.37409,
223867,223868,Iep (cultuurvariëteit),348540,Ulmus `Rebona`,Boom niet vrij uitgroeiend,6 tot 9 m.,2016,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.904858 52.372516),POINT(52.372516 4.904858),4.904858,52.372516,
223868,223869,Iep (cultuurvariëteit),348539,Ulmus `Rebona`,Boom niet vrij uitgroeiend,6 tot 9 m.,2016,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.905006 52.371807),POINT(52.371807 4.905006),4.905006,52.371807,
223869,223870,Iep (cultuurvariëteit),348538,Ulmus `Rebona`,Boom niet vrij uitgroeiend,6 tot 9 m.,2016,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.901831 52.371032),POINT(52.371032 4.901831),4.901831,52.371032,
223870,223871,Iep (cultuurvariëteit),348537,Ulmus `Rebona`,Boom niet vrij uitgroeiend,6 tot 9 m.,2016,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.898705 52.369472),POINT(52.369472 4.898705),4.898705,52.369472,
223952,223953,Iep (cultuurvariëteit),347147,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897847 52.373294),POINT(52.373294 4.897847),4.897847,52.373294,
223953,223954,Iep (cultuurvariëteit),347146,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897713 52.373189),POINT(52.373189 4.897713),4.897713,52.373189,
223954,223955,Iep (cultuurvariëteit),347145,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897583 52.373084),POINT(52.373084 4.897583),4.897583,52.373084,
223955,223956,Iep (cultuurvariëteit),347144,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897463 52.372989),POINT(52.372989 4.897463),4.897463,52.372989,
223956,223957,Iep (cultuurvariëteit),347143,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.899785 52.37185),POINT(52.37185 4.899785),4.899785,52.37185,
223957,223958,Iep (cultuurvariëteit),347142,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2007,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.899577 52.371635),POINT(52.371635 4.899577),4.899577,52.371635,
223958,223959,Iep (cultuurvariëteit),347141,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.901707 52.369266),POINT(52.369266 4.901707),4.901707,52.369266,
223959,223960,Iep (cultuurvariëteit),347140,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.901917 52.369181),POINT(52.369181 4.901917),4.901917,52.369181,
223960,223961,Ruwe berk,347139,Betula pendula,Boom niet vrij uitgroeiend,tot 6 m.,2008,Gemeente Amsterdam,Stadsdeel Centrum,Betula,Betula,A,1,POINT(4.894054 52.376306),POINT(52.376306 4.894054),4.894054,52.376306,
223961,223962,Iep (cultuurvariëteit),347138,Ulmus `Clusius`,Boom niet vrij uitgroeiend,9 tot 12 m.,1995,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.893205 52.375825),POINT(52.375825 4.893205),4.893205,52.375825,
224007,224008,Iep (cultuurvariëteit),346196,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,6 tot 9 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.899919 52.369226),POINT(52.369226 4.899919),4.899919,52.369226,
224009,224010,Iep (cultuurvariëteit),346194,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,6 tot 9 m.,2009,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.902661 52.374474),POINT(52.374474 4.902661),4.902661,52.374474,
224015,224016,Iep (cultuurvariëteit),346188,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2006,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.901829 52.375752),POINT(52.375752 4.901829),4.901829,52.375752,
224104,224105,Iep (cultuurvariëteit),348287,Ulmus `Frontier`,Boom niet vrij uitgroeiend,9 tot 12 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896956 52.375915),POINT(52.375915 4.896956),4.896956,52.375915,
224105,224106,Iep (cultuurvariëteit),348286,Ulmus `Frontier`,Boom niet vrij uitgroeiend,9 tot 12 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.897075 52.376004),POINT(52.376004 4.897075),4.897075,52.376004,
224106,224107,Iep (cultuurvariëteit),348285,Ulmus `Frontier`,Boom niet vrij uitgroeiend,9 tot 12 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.897207 52.376098),POINT(52.376098 4.897207),4.897207,52.376098,
224107,224108,Iep (cultuurvariëteit),348284,Ulmus `Frontier`,Boom niet vrij uitgroeiend,9 tot 12 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.897327 52.37619),POINT(52.37619 4.897327),4.897327,52.37619,
224108,224109,Iep (cultuurvariëteit),348283,Ulmus `Lobel`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.907773 52.375781),POINT(52.375781 4.907773),4.907773,52.375781,
224112,224113,Iep (cultuurvariëteit),348279,Ulmus `Lobel`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.90576 52.37646),POINT(52.37646 4.90576),4.90576,52.37646,
224113,224114,Iep (cultuurvariëteit),348278,Ulmus `Lobel`,Boom niet vrij uitgroeiend,9 tot 12 m.,2013,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.905712 52.376503),POINT(52.376503 4.905712),4.905712,52.376503,
224122,224123,Iep (cultuurvariëteit),348052,Ulmus `Lobel`,Boom niet vrij uitgroeiend,9 tot 12 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.899928 52.376516),POINT(52.376516 4.899928),4.899928,52.376516,
224123,224124,Iep (cultuurvariëteit),348051,Ulmus `Rebona`,Boom niet vrij uitgroeiend,6 tot 9 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.898121 52.373857),POINT(52.373857 4.898121),4.898121,52.373857,
224124,224125,Iep (cultuurvariëteit),348050,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,9 tot 12 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.897227 52.37315),POINT(52.37315 4.897227),4.897227,52.37315,
224125,224126,Iep (cultuurvariëteit),348049,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,6 tot 9 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.897475 52.373344),POINT(52.373344 4.897475),4.897475,52.373344,
224126,224127,Iep (cultuurvariëteit),348048,Ulmus `Amsterdam`,Boom niet vrij uitgroeiend,9 tot 12 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.89558 52.369956),POINT(52.369956 4.89558),4.89558,52.369956,
224127,224128,Iep (cultuurvariëteit),348047,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,6 tot 9 m.,2014,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.90302 52.370931),POINT(52.370931 4.90302),4.90302,52.370931,
224169,224170,Hollandse iep (cultuurvariëteit),347348,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,6 tot 9 m.,2011,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.897134 52.36774),POINT(52.36774 4.897134),4.897134,52.36774,
224175,224176,Ruwe berk,347128,Betula pendula,Boom niet vrij uitgroeiend,9 tot 12 m.,2000,Gemeente Amsterdam,Stadsdeel Centrum,Betula,Betula,A,3,POINT(4.899251 52.370038),POINT(52.370038 4.899251),4.899251,52.370038,
224176,224177,Valse acacia,347127,Robinia pseudoacacia,Boom niet vrij uitgroeiend,6 tot 9 m.,2000,Gemeente Amsterdam,Stadsdeel Centrum,Robinia,Robinia,A,2,POINT(4.899339 52.370245),POINT(52.370245 4.899339),4.899339,52.370245,
224179,224180,Olijf,347124,Olea europaea,Gekandelaberde boom,tot 6 m.,2010,Gemeente Amsterdam,Stadsdeel Centrum,Overig,Olea,A,1,POINT(4.904063 52.367741),POINT(52.367741 4.904063),4.904063,52.367741,
