,OBJECTNUMMER,Soortnaam_NL,Boomnummer,Soortnaam_WTS,Boomtype,Boomhoogte,Plantjaar,Eigenaar,Beheerder,Categorie,SOORT_KORT,SDVIEW,RADIUS,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT,Unnamed: 17
233139,233140,Huntingdon-iep,339881,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.904018 52.371376),POINT(52.371376 4.904018),4.904018,52.371376,
233140,233141,Hollandse iep (cultuurvariëteit),339880,Ulmus hollandica `Commelin`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.904228 52.371464),POINT(52.371464 4.904228),4.904228,52.371464,
233141,233142,Huntingdon-iep,339879,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1970,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.905503 52.371419),POINT(52.371419 4.905503),4.905503,52.371419,
233142,233143,Iep (cultuurvariëteit),339878,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,2002,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.901953 52.3711),POINT(52.3711 4.901953),4.901953,52.3711,
233303,233304,Hollandse iep (cultuurvariëteit),341012,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,15 tot 18 m.,1940,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.895342 52.369683),POINT(52.369683 4.895342),4.895342,52.369683,
233304,233305,Iep (cultuurvariëteit),341011,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2002,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.895423 52.369781),POINT(52.369781 4.895423),4.895423,52.369781,
233305,233306,Esdoorn (cultuurvariëteit),341010,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,3,POINT(4.906125 52.369195),POINT(52.369195 4.906125),4.906125,52.369195,
233306,233307,Esdoorn (cultuurvariëteit),341009,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,3,POINT(4.906274 52.369251),POINT(52.369251 4.906274),4.906274,52.369251,
233309,233310,Hollandse iep,341006,Ulmus hollandica,Boom niet vrij uitgroeiend,15 tot 18 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.903113 52.368688),POINT(52.368688 4.903113),4.903113,52.368688,
233310,233311,Hollandse iep (cultuurvariëteit),341005,Ulmus hollandica `Groeneveld`,Boom niet vrij uitgroeiend,15 tot 18 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.903249 52.36863),POINT(52.36863 4.903249),4.903249,52.36863,
233311,233312,Iep (cultuurvariëteit),341004,Ulmus `Regal`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.903369 52.368648),POINT(52.368648 4.903369),4.903369,52.368648,
233312,233313,Hollandse iep,341003,Ulmus hollandica,Boom niet vrij uitgroeiend,15 tot 18 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.903383 52.368575),POINT(52.368575 4.903383),4.903383,52.368575,
233313,233314,Iep (cultuurvariëteit),341002,Ulmus `Regal`,Boom niet vrij uitgroeiend,12 tot 15 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.9035 52.368594),POINT(52.368594 4.9035),4.9035,52.368594,
233314,233315,Iep (cultuurvariëteit),341001,Ulmus `Plantijn`,Boom niet vrij uitgroeiend,12 tot 15 m.,1992,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.903508 52.368523),POINT(52.368523 4.903508),4.903508,52.368523,
233315,233316,Esdoorn (cultuurvariëteit),341000,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,3,POINT(4.904222 52.368668),POINT(52.368668 4.904222),4.904222,52.368668,
233316,233317,Esdoorn (cultuurvariëteit),340999,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,6 tot 9 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,2,POINT(4.904489 52.368538),POINT(52.368538 4.904489),4.904489,52.368538,
233326,233327,Huntingdon-iep,340776,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899799 52.36726),POINT(52.36726 4.899799),4.899799,52.36726,
233329,233330,Hollandse iep (cultuurvariëteit),340773,Ulmus hollandica `Commelin`,Boom niet vrij uitgroeiend,12 tot 15 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.902162 52.367282),POINT(52.367282 4.902162),4.902162,52.367282,
233360,233361,Huntingdon-iep,340108,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1970,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.906313 52.373515),POINT(52.373515 4.906313),4.906313,52.373515,
233361,233362,Huntingdon-iep,340107,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.906702 52.373525),POINT(52.373525 4.906702),4.906702,52.373525,
233362,233363,Huntingdon-iep,340106,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.898969 52.37351),POINT(52.37351 4.898969),4.898969,52.37351,
233363,233364,Veldiep,340105,Ulmus minor,Boom niet vrij uitgroeiend,9 tot 12 m.,1990,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.907084 52.373547),POINT(52.373547 4.907084),4.907084,52.373547,
233364,233365,Huntingdon-iep,340104,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.904354 52.373539),POINT(52.373539 4.904354),4.904354,52.373539,
233365,233366,Hollandse iep,340103,Ulmus hollandica,Boom niet vrij uitgroeiend,6 tot 9 m.,1992,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.906643 52.37356),POINT(52.37356 4.906643),4.906643,52.37356,
233366,233367,Iep (cultuurvariëteit),340102,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,1982,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897718 52.373527),POINT(52.373527 4.897718),4.897718,52.373527,
233367,233368,Amandelwilg,340101,Salix triandra,Knotboom,tot 6 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Salix,Salix,A,1,POINT(4.906957 52.373572),POINT(52.373572 4.906957),4.906957,52.373572,
233368,233369,Hollandse iep,340100,Ulmus hollandica,Boom niet vrij uitgroeiend,9 tot 12 m.,1990,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.907146 52.373588),POINT(52.373588 4.907146),4.907146,52.373588,
233369,233370,Huntingdon-iep,340098,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.906584 52.373593),POINT(52.373593 4.906584),4.906584,52.373593,
233370,233371,Veldiep,340097,Ulmus minor,Boom niet vrij uitgroeiend,9 tot 12 m.,1990,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.906863 52.373597),POINT(52.373597 4.906863),4.906863,52.373597,
233371,233372,Iep (cultuurvariëteit),340096,Ulmus `Plantijn`,Boom niet vrij uitgroeiend,12 tot 15 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.90334 52.373372),POINT(52.373372 4.90334),4.90334,52.373372,
233372,233373,Iep (cultuurvariëteit),339877,Ulmus `Lobel`,Boom niet vrij uitgroeiend,15 tot 18 m.,1992,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.901975 52.371261),POINT(52.371261 4.901975),4.901975,52.371261,
233373,233374,Huntingdon-iep,339876,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.902095 52.371179),POINT(52.371179 4.902095),4.902095,52.371179,
233374,233375,Iep (cultuurvariëteit),339875,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2000,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.902198 52.371237),POINT(52.371237 4.902198),4.902198,52.371237,
233375,233376,Iep (cultuurvariëteit),339874,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2000,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.902259 52.3713),POINT(52.3713 4.902259),4.902259,52.3713,
233376,233377,Hollandse iep (cultuurvariëteit),339872,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,18 tot 24 m.,1920,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.903525 52.37116),POINT(52.37116 4.903525),4.903525,52.37116,
233377,233378,Huntingdon-iep,339871,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.90469 52.371075),POINT(52.371075 4.90469),4.90469,52.371075,
233378,233379,Iep (cultuurvariëteit),339870,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2002,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.904772 52.371111),POINT(52.371111 4.904772),4.904772,52.371111,
233379,233380,Hollandse iep (cultuurvariëteit),339869,Ulmus hollandica `Commelin`,Boom niet vrij uitgroeiend,15 tot 18 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.904921 52.371178),POINT(52.371178 4.904921),4.904921,52.371178,
233380,233381,Iep (cultuurvariëteit),339868,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2000,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.905161 52.371275),POINT(52.371275 4.905161),4.905161,52.371275,
233381,233382,Monumentaaliep,339867,Ulmus minor `Sarniensis`,Boom niet vrij uitgroeiend,18 tot 24 m.,1950,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.906244 52.37108),POINT(52.37108 4.906244),4.906244,52.37108,
233382,233383,Monumentaaliep,339866,Ulmus minor `Sarniensis`,Boom niet vrij uitgroeiend,15 tot 18 m.,1950,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.906432 52.371162),POINT(52.371162 4.906432),4.906432,52.371162,
233383,233384,Monumentaaliep,339865,Ulmus minor `Sarniensis`,Boom niet vrij uitgroeiend,18 tot 24 m.,1950,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.906599 52.37123),POINT(52.37123 4.906599),4.906599,52.37123,
233384,233385,Monumentaaliep,339864,Ulmus minor `Sarniensis`,Boom niet vrij uitgroeiend,18 tot 24 m.,1950,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.906786 52.371308),POINT(52.371308 4.906786),4.906786,52.371308,
233541,233542,Esdoorn (cultuurvariëteit),340998,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,3,POINT(4.904631 52.368602),POINT(52.368602 4.904631),4.904631,52.368602,
233542,233543,Esdoorn (cultuurvariëteit),340997,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,3,POINT(4.904775 52.368666),POINT(52.368666 4.904775),4.904775,52.368666,
233543,233544,Iep (cultuurvariëteit),340996,Ulmus `Rebona`,Boom niet vrij uitgroeiend,9 tot 12 m.,2012,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.90668 52.36861),POINT(52.36861 4.90668),4.90668,52.36861,
233545,233546,Iep (cultuurvariëteit),340994,Ulmus `Regal`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.903232 52.368706),POINT(52.368706 4.903232),4.903232,52.368706,
233546,233547,Esdoorn (cultuurvariëteit),340993,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,3,POINT(4.904348 52.368715),POINT(52.368715 4.904348),4.904348,52.368715,
233547,233548,Esdoorn (cultuurvariëteit),340992,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,3,POINT(4.904917 52.368728),POINT(52.368728 4.904917),4.904917,52.368728,
233548,233549,Hollandse iep,340991,Ulmus hollandica,Boom niet vrij uitgroeiend,15 tot 18 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.902997 52.368735),POINT(52.368735 4.902997),4.902997,52.368735,
233549,233550,Zilveresdoorn,340990,Acer saccharinum,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,3,POINT(4.904472 52.368762),POINT(52.368762 4.904472),4.904472,52.368762,
233550,233551,Iep (cultuurvariëteit),340989,Ulmus `Lobel`,Boom niet vrij uitgroeiend,12 tot 15 m.,1989,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.907138 52.368794),POINT(52.368794 4.907138),4.907138,52.368794,
233551,233552,Esdoorn (cultuurvariëteit),340988,Acer freemanii `Elegant`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Acer,Acer,A,3,POINT(4.905062 52.368791),POINT(52.368791 4.905062),4.905062,52.368791,
233552,233553,Hollandse iep,340987,Ulmus hollandica,Boom niet vrij uitgroeiend,18 tot 24 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.902853 52.368793),POINT(52.368793 4.902853),4.902853,52.368793,
233553,233554,Iep (cultuurvariëteit),340986,Ulmus `Lobel`,Boom niet vrij uitgroeiend,12 tot 15 m.,1989,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.905958 52.368319),POINT(52.368319 4.905958),4.905958,52.368319,
233554,233555,Hollandse iep (cultuurvariëteit),340985,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,15 tot 18 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.90191 52.368303),POINT(52.368303 4.90191),4.90191,52.368303,
233555,233556,Huntingdon-iep,340984,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.902367 52.368309),POINT(52.368309 4.902367),4.902367,52.368309,
233556,233557,Huntingdon-iep,340771,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,18 tot 24 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.904128 52.367269),POINT(52.367269 4.904128),4.904128,52.367269,
233557,233558,Iep (cultuurvariëteit),340770,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,9 tot 12 m.,2012,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.904049 52.367407),POINT(52.367407 4.904049),4.904049,52.367407,
233558,233559,Huntingdon-iep,340769,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1950,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.904621 52.367214),POINT(52.367214 4.904621),4.904621,52.367214,
233559,233560,Huntingdon-iep,340768,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,9 tot 12 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.904678 52.367268),POINT(52.367268 4.904678),4.904678,52.367268,
233561,233562,Iep (cultuurvariëteit),340766,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,1989,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.904725 52.367331),POINT(52.367331 4.904725),4.904725,52.367331,
233562,233563,Iep (cultuurvariëteit),340765,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,9 tot 12 m.,1996,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.904885 52.36734),POINT(52.36734 4.904885),4.904885,52.36734,
233563,233564,Huntingdon-iep,340764,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.904936 52.367259),POINT(52.367259 4.904936),4.904936,52.367259,
233564,233565,Hollandse linde (cultuurvariëteit),340763,Tilia europaea `Zwarte Linde`,Boom niet vrij uitgroeiend,12 tot 15 m.,1970,Gemeente Amsterdam,Stadsdeel Centrum,Tilia,Tilia,A,4,POINT(4.899106 52.367535),POINT(52.367535 4.899106),4.899106,52.367535,
233565,233566,Huntingdon-iep,340762,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899423 52.367409),POINT(52.367409 4.899423),4.899423,52.367409,
233566,233567,Witte paardenkastanje,340761,Aesculus hippocastanum,Boom niet vrij uitgroeiend,9 tot 12 m.,1982,Gemeente Amsterdam,Stadsdeel Centrum,Aesculus,Aesculus,A,3,POINT(4.899566 52.367477),POINT(52.367477 4.899566),4.899566,52.367477,
233567,233568,Witte paardenkastanje,340760,Aesculus hippocastanum,Boom niet vrij uitgroeiend,9 tot 12 m.,1982,Gemeente Amsterdam,Stadsdeel Centrum,Aesculus,Aesculus,A,3,POINT(4.899679 52.367431),POINT(52.367431 4.899679),4.899679,52.367431,
233568,233569,Huntingdon-iep,340759,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1970,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.902473 52.367567),POINT(52.367567 4.902473),4.902473,52.367567,
233569,233570,Huntingdon-iep,340758,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1950,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.904425 52.367509),POINT(52.367509 4.904425),4.904425,52.367509,
233588,233589,Iep (cultuurvariëteit),340318,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.902028 52.376116),POINT(52.376116 4.902028),4.902028,52.376116,
233589,233590,Iep (cultuurvariëteit),340317,Ulmus `Rebona`,Boom niet vrij uitgroeiend,9 tot 12 m.,2012,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.902082 52.376235),POINT(52.376235 4.902082),4.902082,52.376235,
233590,233591,Iep (cultuurvariëteit),340316,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,15 tot 18 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.901974 52.376025),POINT(52.376025 4.901974),4.901974,52.376025,
233591,233592,Huntingdon-iep,340315,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.902387 52.375921),POINT(52.375921 4.902387),4.902387,52.375921,
233592,233593,Iep (cultuurvariëteit),340314,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,15 tot 18 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.901944 52.37597),POINT(52.37597 4.901944),4.901944,52.37597,
233593,233594,Iep (cultuurvariëteit),340313,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,15 tot 18 m.,1970,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.900141 52.37566),POINT(52.37566 4.900141),4.900141,52.37566,
233594,233595,Huntingdon-iep,340312,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1965,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.900192 52.375715),POINT(52.375715 4.900192),4.900192,52.375715,
233595,233596,Iep (cultuurvariëteit),340311,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,15 tot 18 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.901757 52.375615),POINT(52.375615 4.901757),4.901757,52.375615,
233596,233597,Iep (cultuurvariëteit),340310,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,15 tot 18 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.901866 52.375819),POINT(52.375819 4.901866),4.901866,52.375819,
233597,233598,Hollandse iep (cultuurvariëteit),340309,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,12 tot 15 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.902254 52.37566),POINT(52.37566 4.902254),4.902254,52.37566,
233598,233599,Kronkelwilg,340095,Salix babylonica `Tortuosa`,Knotboom,tot 6 m.,1988,Gemeente Amsterdam,Stadsdeel Centrum,Salix,Salix,A,1,POINT(4.907203 52.373398),POINT(52.373398 4.907203),4.907203,52.373398,
233599,233600,Huntingdon-iep,340094,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.906887 52.373409),POINT(52.373409 4.906887),4.906887,52.373409,
233600,233601,Huntingdon-iep,340093,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.901423 52.373403),POINT(52.373403 4.901423),4.901423,52.373403,
233601,233602,Huntingdon-iep,340092,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,18 tot 24 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.904562 52.373423),POINT(52.373423 4.904562),4.904562,52.373423,
233602,233603,Huntingdon-iep,340091,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.903246 52.373421),POINT(52.373421 4.903246),4.903246,52.373421,
233603,233604,Iep (cultuurvariëteit),340090,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,1999,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.90644 52.373444),POINT(52.373444 4.90644),4.90644,52.373444,
233604,233605,Huntingdon-iep,340089,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1975,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.898871 52.373419),POINT(52.373419 4.898871),4.898871,52.373419,
233605,233606,Iep (cultuurvariëteit),340087,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,1975,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897599 52.373436),POINT(52.373436 4.897599),4.897599,52.373436,
233606,233607,Huntingdon-iep,340086,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,18 tot 24 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.904474 52.373474),POINT(52.373474 4.904474),4.904474,52.373474,
233608,233609,Iep (cultuurvariëteit),340082,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,1998,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.904776 52.373304),POINT(52.373304 4.904776),4.904776,52.373304,
233609,233610,Huntingdon-iep,339863,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.894776 52.371043),POINT(52.371043 4.894776),4.894776,52.371043,
233610,233611,Huntingdon-iep,339862,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.894843 52.371118),POINT(52.371118 4.894843),4.894843,52.371118,
233611,233612,Iep (cultuurvariëteit),339861,Ulmus `Clusius`,Boom niet vrij uitgroeiend,9 tot 12 m.,1994,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.894949 52.371218),POINT(52.371218 4.894949),4.894949,52.371218,
233612,233613,Iep (cultuurvariëteit),339860,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,1990,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.89652 52.371242),POINT(52.371242 4.89652),4.89652,52.371242,
233613,233614,Hollandse iep (cultuurvariëteit),339859,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,15 tot 18 m.,1965,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.896539 52.37102),POINT(52.37102 4.896539),4.896539,52.37102,
233614,233615,Iep (cultuurvariëteit),339858,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,1996,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.896762 52.371264),POINT(52.371264 4.896762),4.896762,52.371264,
