,OBJECTNUMMER,Soortnaam_NL,Boomnummer,Soortnaam_WTS,Boomtype,Boomhoogte,Plantjaar,Eigenaar,Beheerder,Categorie,SOORT_KORT,SDVIEW,RADIUS,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT,Unnamed: 17
25578,235579,Iep (cultuurvariëteit),340866,Ulmus `Lobel`,Boom niet vrij uitgroeiend,12 tot 15 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.896908 52.368788),POINT(52.368788 4.896908),4.896908,52.368788,
25580,235581,Huntingdon-iep,340864,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1960,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.898322 52.3688),POINT(52.3688 4.898322),4.898322,52.3688,
25581,235582,Huntingdon-iep,340863,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1965,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.900217 52.368832),POINT(52.368832 4.900217),4.900217,52.368832,
25584,235585,Huntingdon-iep,340860,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,9 tot 12 m.,1978,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896384 52.368825),POINT(52.368825 4.896384),4.896384,52.368825,
25585,235586,Huntingdon-iep,340859,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1950,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899493 52.368846),POINT(52.368846 4.899493),4.899493,52.368846,
25586,235587,Huntingdon-iep,340858,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1955,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.896607 52.369049),POINT(52.369049 4.896607),4.896607,52.369049,
25587,235588,Iep (cultuurvariëteit),340857,Ulmus `Lobel`,Boom niet vrij uitgroeiend,12 tot 15 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.896977 52.368861),POINT(52.368861 4.896977),4.896977,52.368861,
25588,235589,Iep (cultuurvariëteit),340856,Ulmus `Lobel`,Boom niet vrij uitgroeiend,12 tot 15 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897022 52.368909),POINT(52.368909 4.897022),4.897022,52.368909,
25783,235784,Iep (cultuurvariëteit),340855,Ulmus `Lobel`,Boom niet vrij uitgroeiend,12 tot 15 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897144 52.369036),POINT(52.369036 4.897144),4.897144,52.369036,
25784,235785,Huntingdon-iep,340854,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1970,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.898126 52.368854),POINT(52.368854 4.898126),4.898126,52.368854,
25785,235786,Huntingdon-iep,340853,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,15 tot 18 m.,1970,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.898196 52.36893),POINT(52.36893 4.898196),4.898196,52.36893,
25786,235787,Hollandse iep (cultuurvariëteit),340852,Ulmus hollandica `Commelin`,Boom niet vrij uitgroeiend,15 tot 18 m.,1965,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.900101 52.36872),POINT(52.36872 4.900101),4.900101,52.36872,
25789,235790,Huntingdon-iep,340848,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,9 tot 12 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896304 52.368741),POINT(52.368741 4.896304),4.896304,52.368741,
25795,235796,Iep (cultuurvariëteit),340842,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,1989,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897835 52.368277),POINT(52.368277 4.897835),4.897835,52.368277,
25978,235979,Huntingdon-iep,340841,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1970,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.898944 52.368348),POINT(52.368348 4.898944),4.898944,52.368348,
25980,235981,Huntingdon-iep,340839,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1965,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899723 52.36838),POINT(52.36838 4.899723),4.899723,52.36838,
25981,235982,Huntingdon-iep,340838,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1970,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899037 52.368428),POINT(52.368428 4.899037),4.899037,52.368428,
25982,235983,Huntingdon-iep,340837,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.896566 52.368419),POINT(52.368419 4.896566),4.896566,52.368419,
25983,235984,Huntingdon-iep,340836,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1980,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897977 52.368431),POINT(52.368431 4.897977),4.897977,52.368431,
25984,235985,Huntingdon-iep,340835,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1965,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899845 52.368494),POINT(52.368494 4.899845),4.899845,52.368494,
25987,235988,Hollandse iep (cultuurvariëteit),340832,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,18 tot 24 m.,1940,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.896143 52.368576),POINT(52.368576 4.896143),4.896143,52.368576,
25988,235989,Hollandse iep (cultuurvariëteit),340831,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,15 tot 18 m.,1940,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.896227 52.368663),POINT(52.368663 4.896227),4.896227,52.368663,
25989,235990,Iep (cultuurvariëteit),340830,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,1989,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.896666 52.368527),POINT(52.368527 4.896666),4.896666,52.368527,
26179,236180,Iep (cultuurvariëteit),341052,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,12 tot 15 m.,1996,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.89852 52.369778),POINT(52.369778 4.89852),4.89852,52.369778,
26180,236181,Iep (cultuurvariëteit),341051,Ulmus `Lobel`,Boom niet vrij uitgroeiend,12 tot 15 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897843 52.369778),POINT(52.369778 4.897843),4.897843,52.369778,
26181,236182,Huntingdon-iep,341050,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1965,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899245 52.369789),POINT(52.369789 4.899245),4.899245,52.369789,
26182,236183,Callery-peer (cultuurvariëteit),341048,Pyrus calleryana `Chanticleer`,Boom niet vrij uitgroeiend,12 tot 15 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Overig,Pyrus,A,4,POINT(4.900016 52.369807),POINT(52.369807 4.900016),4.900016,52.369807,
26184,236185,Hollandse iep (cultuurvariëteit),341046,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,15 tot 18 m.,1950,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,5,POINT(4.898324 52.369813),POINT(52.369813 4.898324),4.898324,52.369813,
26185,236186,Iep (cultuurvariëteit),341045,Ulmus `Plantijn`,Boom niet vrij uitgroeiend,9 tot 12 m.,1989,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.899069 52.369816),POINT(52.369816 4.899069),4.899069,52.369816,
26187,236188,Hollandse iep (cultuurvariëteit),341042,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,18 tot 24 m.,1920,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.898851 52.369857),POINT(52.369857 4.898851),4.898851,52.369857,
26188,236189,Hollandse iep (cultuurvariëteit),341041,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,18 tot 24 m.,1920,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.899834 52.36966),POINT(52.36966 4.899834),4.899834,52.36966,
26394,236395,Huntingdon-iep,341040,Ulmus hollandica `Vegeta`,Boom niet vrij uitgroeiend,12 tot 15 m.,1975,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.899219 52.369658),POINT(52.369658 4.899219),4.899219,52.369658,
26397,236398,Iep (cultuurvariëteit),341037,Ulmus `Lobel`,Boom niet vrij uitgroeiend,12 tot 15 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,4,POINT(4.897746 52.369675),POINT(52.369675 4.897746),4.897746,52.369675,
26398,236399,Iep (cultuurvariëteit),341036,Ulmus `Lobel`,Boom niet vrij uitgroeiend,9 tot 12 m.,2003,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.897233 52.369683),POINT(52.369683 4.897233),4.897233,52.369683,
26400,236401,Hollandse iep (cultuurvariëteit),341034,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,18 tot 24 m.,1930,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.899659 52.369711),POINT(52.369711 4.899659),4.899659,52.369711,
26401,236402,Iep (cultuurvariëteit),341033,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,6 tot 9 m.,2002,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,2,POINT(4.898872 52.369712),POINT(52.369712 4.898872),4.898872,52.369712,
26403,236404,Iep (cultuurvariëteit),341031,Ulmus `Dodoens`,Boom niet vrij uitgroeiend,9 tot 12 m.,2000,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.899544 52.369732),POINT(52.369732 4.899544),4.899544,52.369732,
26405,236406,Hollandse iep (cultuurvariëteit),341028,Ulmus hollandica `Belgica`,Boom niet vrij uitgroeiend,18 tot 24 m.,1930,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,7,POINT(4.899437 52.369752),POINT(52.369752 4.899437),4.899437,52.369752,
29686,239687,Iep (cultuurvariëteit),341753,Ulmus `New Horizon`,Boom niet vrij uitgroeiend,9 tot 12 m.,1992,Gemeente Amsterdam,Stadsdeel Centrum,Ulmus,Ulmus,A,3,POINT(4.897561 52.370023),POINT(52.370023 4.897561),4.897561,52.370023,
29884,239885,Himalayaberk (cultuurvariëteit),341746,Betula utilis jacquemontii,Boom niet vrij uitgroeiend,6 tot 9 m.,1996,Gemeente Amsterdam,Stadsdeel Centrum,Betula,Betula,A,2,POINT(4.898821 52.368698),POINT(52.368698 4.898821),4.898821,52.368698,
29889,239890,Callery-peer (cultuurvariëteit),341741,Pyrus calleryana `Chanticleer`,Boom niet vrij uitgroeiend,12 tot 15 m.,1985,Gemeente Amsterdam,Stadsdeel Centrum,Overig,Pyrus,A,4,POINT(4.900108 52.369877),POINT(52.369877 4.900108),4.900108,52.369877,
48802,258803,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.899962 52.370211),POINT(52.370211 4.899962),4.899962,52.370211,
46057,186058,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.899844 52.369158),POINT(52.369158 4.899844),4.899844,52.369158,
47567,187568,Onbekend,0,Onbekend,,Onbekend,0,Gemeente Amsterdam,Stadsdeel Centrum,Onbekend,Onbekend,A,1,POINT(4.89801 52.368733),POINT(52.368733 4.89801),4.89801,52.368733,
