E05708 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;E05708;
Adres;Leidsestraat nr 11-13;
Status;Actief;
Straathoogte;1,47;m + NAP
Bovenkant buis;1,38;m + NAP
Top filter;-0,99;m + NAP
Bodem filter;-1,99;m + NAP
Diameter filter;51;mm
x-coördinaat;120962;
y-coördinaat;486619;
;;
;;
datum;meting NAP;
2022-02-04 10:08;1,04;
2021-10-04 11:04;1,24;
2021-05-26 09:29;0,91;
2021-03-25 11:21;-0,52;
2021-01-27 09:37;0,39;
2020-11-18 09:04;-0,03;
2020-10-02 07:59;-0,05;
2020-07-28 11:52;0,41;
2020-05-08 08:22;-0,33;
2020-03-30 12:22;-0,63;
2020-02-14 09:27;-0,32;
2019-12-02 10:42;1,08;
2019-09-19 08:19;0,93;
2019-08-07 10:37;1,18;
2019-06-14 07:21;1,36;
2019-03-28 11:26;1,08;
2018-07-24 11:08;0,00;
2018-05-31 10:12;1,42;
2018-04-06 07:40;1,41;
2017-08-15 07:23;1,20;
2017-07-06 08:51;0,89;
2017-04-06 08:31;0,47;
2017-02-15 10:33;1,20;
2017-01-05 07:52;1,44;
2016-10-11 10:30;0,83;
2016-10-03 12:00;1,07;
2016-10-03 06:46;1,07;
2016-08-17 12:00;1,07;
2016-08-16 12:00;1,07;
2016-04-18 10:15;1,21;
2015-12-08 09:50;1,34;
2015-09-02 08:13;1,13;
2015-07-02 09:42;-0,40;
2015-05-13 09:47;-0,02;
2015-03-17 11:37;-0,34;
2015-02-11 10:37;-0,32;
2014-11-13 11:07;-0,46;
2014-09-16 11:47;0,11;
2014-07-15 09:46;0,97;
2014-05-22 08:36;1,32;
2014-01-07 12:39;1,46;
2013-11-07 12:30;0,52;
2013-09-24 09:18;-0,29;
2013-07-16 05:59;-0,49;
2013-05-08 07:45;-0,55;
2013-03-25 09:30;0,21;
2013-02-21 12:38;-0,30;
2012-12-27 09:59;1,29;
2012-10-10 08:17;0,50;
2012-09-27 06:31;0,17;
2012-05-11 09:13;0,15;
2012-03-29 08:30;-0,60;
2012-02-15 10:43;-0,58;
2011-12-20 11:12;-0,31;
2011-11-15 11:36;-0,60;
2011-10-03 00:00;0,19;
2011-09-20 06:42;0,09;
2011-08-30 06:24;0,20;
2011-06-03 06:01;-0,64;
2011-03-23 10:36;-0,64;
2011-02-07 08:37;1,44;
2010-09-23 08:50;1,45;
2010-07-01 07:59;1,22;
2010-05-27 11:18;1,15;
2009-10-15 11:52;1,35;
2009-06-04 12:10;1,25;
2009-04-17 09:49;1,32;
2008-11-07 12:00;1,33;
2008-11-06 12:00;1,41;
2008-09-18 12:00;1,24;
2008-04-21 12:00;0,56;
2007-10-10 12:00;0,33;
2007-08-24 12:00;0,72;
2007-04-20 12:00;0,17;
2007-01-22 12:00;0,37;
2006-12-12 12:00;0,98;
2006-11-09 12:00;0,15;
2006-10-04 12:00;1,40;
2006-08-02 12:00;-0,41;
2006-07-12 12:00;1,41;
2006-04-25 12:00;0,49;
2006-03-08 12:00;0,92;
2006-01-24 12:00;1,22;
2005-12-15 12:00;0,91;
2005-11-10 12:00;1,06;
2005-09-16 12:00;1,49;
2005-06-02 12:00;0,53;
2005-05-20 12:00;1,06;
2005-03-29 12:00;0,01;
2005-02-02 12:00;-0,10;
2004-12-02 12:00;-0,76;
2004-11-02 12:00;-0,80;
2004-09-21 12:00;-0,69;
2004-07-07 12:00;-0,60;
2004-05-13 12:00;-0,69;
2004-03-22 12:00;0,20;
2004-02-04 12:00;-0,35;
2003-11-25 12:00;-0,64;
2003-10-21 12:00;-0,68;
2003-09-04 12:00;-0,73;
2003-07-23 12:00;-0,73;
2003-04-28 12:00;-0,71;
2003-03-12 12:00;-0,68;
2003-02-05 12:00;-0,64;
2002-12-06 12:00;-0,69;
2002-09-30 12:00;-0,66;
2002-08-01 12:00;-0,59;
