D06486 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06486;
Adres;Raamgracht 14;
Status;Actief;
Straathoogte;0,90;m + NAP
Bovenkant buis;0,86;m + NAP
Top filter;-1,76;m + NAP
Bodem filter;-2,76;m + NAP
Diameter filter;51;mm
x-coördinaat;121765;
y-coördinaat;486970;
;;
;;
datum;meting NAP;
2021-12-10 09:15;-,7;
2021-10-01 09:25;-,73;
2021-10-01 08:25;-,73;
2021-07-26 10:00;-,3;
2021-05-21 09:48;-,74;
2020-11-17 12:03;-,75;
2020-09-30 10:42;-,71;
2020-07-10 08:31;-,65;
2020-05-07 08:48;-,82;
2020-04-09 11:22;-,84;
2020-02-19 13:58;-,31;
2019-11-26 10:34;-,49;
2019-09-23 08:43;-,71;
2019-08-09 07:51;-,75;
2019-06-05 09:39;-,72;
2019-03-20 11:30;-,74;
2019-01-30 10:35;-,74;
2018-12-14 11:02;-,74;
2018-10-05 09:16;-,73;
2018-07-18 08:47;-,71;
2018-05-28 10:44;-,74;
2018-04-04 10:32;-,69;
2018-01-31 10:57;-,74;
2017-11-22 10:55;-,7;
2017-10-09 09:21;-,75;
2017-08-14 10:57;-,75;
2017-07-04 10:30;-,74;
2017-04-07 09:00;-,74;
2017-02-27 10:07;-,76;
2016-12-20 15:06;-,73;
2016-10-10 07:13;-,74;
2016-08-18 09:18;-,79;
2016-06-24 06:24;-,67;
2016-04-14 10:49;-,72;
2016-02-09 10:43;-,76;
2015-12-29 11:14;-,77;
2015-10-05 10:43;-,76;
2015-07-31 07:57;-,72;
2015-06-19 08:44;-,75;
2015-05-12 08:15;-,75;
2015-03-20 10:02;-,77;
2015-02-10 12:35;-,77;
2014-11-12 11:37;-,79;
2014-09-16 06:56;-,79;
2014-07-11 07:48;-,7;
2014-05-19 09:43;-,76;
2014-03-25 11:55;-,79;
2014-01-16 10:49;-,77;
2013-11-21 11:01;-,81;
2013-09-26 07:55;-,79;
2013-07-10 07:54;-,82;
2013-05-31 06:43;-,77;
2013-04-19 05:47;-,79;
2012-11-08 11:10;-,75;
2012-10-31 11:22;-,75;
2012-10-11 08:44;-,7;
2012-07-24 08:47;-,79;
2012-06-13 09:32;-,65;
2012-05-09 06:26;-,6;
2012-03-28 12:00;-,6;
2012-01-20 09:05;-,54;
2011-12-16 09:03;-,43;
2011-11-15 09:22;-,46;
2011-08-15 10:09;-,42;
2011-06-24 06:59;-,44;
2011-05-11 08:10;-,43;
2011-03-18 10:02;-,41;
2011-01-28 10:50;-,43;
2010-10-26 13:05;-,4;
2010-09-28 10:37;-,42;
2010-06-30 09:39;-,48;
2010-05-26 07:50;-,35;
2010-03-30 08:09;-,34;
2010-01-21 08:11;-,41;
2009-10-14 11:26;-,42;
2009-08-31 08:46;-,53;
2009-06-03 09:18;-,39;
2009-04-27 07:26;-,38;
2009-03-04 08:09;-,34;
2009-02-10 08:48;-,36;
2008-11-06 12:00;-,52;
2008-09-19 12:00;-,38;
2008-08-08 12:00;-,31;
2008-04-21 12:00;-,38;
2008-03-06 12:00;-,4;
2008-02-06 12:00;-,4;
2007-11-29 12:00;-,4;
2007-10-04 12:00;-,38;
2007-08-01 12:00;-,34;
2007-06-19 12:00;-,34;
2007-04-17 12:00;-,43;
2007-03-08 12:00;-,3;
2007-01-24 12:00;-,34;
2006-12-20 12:00;-,42;
2006-11-08 12:00;-,38;
2006-10-03 12:00;-,34;
2006-08-03 12:00;-,38;
2006-06-30 12:00;-,41;
2006-04-24 12:00;-,47;
2006-03-01 12:00;-,43;
2006-01-23 12:00;-,4;
2005-12-15 12:00;-,44;
2005-11-10 12:00;-,41;
2005-09-15 12:00;-,42;
2005-07-06 12:00;-,32;
2005-05-18 12:00;-,42;
2005-04-01 12:00;-,44;
2005-02-01 12:00;-,38;
