D06325 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06325;
Adres;Oudezijds Voorburgwal 194;
Status;Actief;
Straathoogte;1,19;m + NAP
Bovenkant buis;1,12;m + NAP
Top filter;-1,46;m + NAP
Bodem filter;-2,46;m + NAP
Diameter filter;51;mm
x-coördinaat;121611;
y-coördinaat;487347;
;;
;;
datum;meting NAP;
2022-02-02 11:31;-0,45;
2021-12-09 12:28;-0,37;
2021-09-29 09:19;-0,45;
2021-07-26 08:03;-0,42;
2021-05-19 10:27;-0,34;
2021-03-26 08:39;-0,45;
2021-01-22 08:41;-0,41;
2020-11-17 08:10;-0,44;
2020-09-29 10:57;-0,42;
2020-07-09 10:00;-0,42;
2020-05-06 10:58;-0,48;
2020-04-07 10:23;-0,55;
2020-02-10 09:40;-0,41;
2019-11-29 09:02;-0,42;
2019-09-20 07:45;-0,40;
2019-06-11 08:57;-0,39;
2019-03-27 10:51;-0,42;
2019-01-30 11:32;-0,55;
2018-12-07 09:41;-0,49;
2018-10-11 09:56;-0,53;
2018-07-23 09:12;-0,60;
2018-05-30 09:25;-0,51;
2018-03-26 08:07;-0,60;
2018-02-01 10:33;-0,51;
2017-10-03 10:23;-0,52;
2017-07-05 08:01;-0,56;
2017-04-19 08:52;-0,60;
2017-02-28 11:08;-0,53;
2016-12-20 10:59;-0,56;
2016-10-05 10:15;-0,60;
2016-06-15 07:28;-0,57;
2016-04-19 08:39;-0,57;
2016-02-15 10:12;-0,54;
2015-12-10 10:00;-0,54;
2015-09-21 07:38;-0,52;
2015-07-30 09:32;-0,56;
2015-06-17 09:17;-0,61;
2015-05-22 06:45;-0,58;
2015-03-25 11:22;-0,58;
2015-02-06 10:29;-0,54;
2013-10-04 09:16;-0,35;
2013-07-11 07:29;-0,38;
2013-05-23 08:40;-0,34;
2013-04-04 06:57;-0,43;
2013-02-21 08:30;-0,41;
2012-12-18 10:46;-0,37;
2012-07-31 08:39;-0,34;
2012-07-17 08:10;-0,32;
2012-06-14 09:46;-0,43;
2012-05-07 10:38;-0,47;
2012-03-27 09:11;-0,43;
2012-01-26 08:48;-0,34;
2011-12-01 12:07;-0,38;
2011-10-31 11:05;-0,37;
2011-08-17 09:16;-0,34;
2011-04-18 06:10;-0,43;
2011-03-17 10:37;-0,40;
2011-02-04 10:37;-0,40;
2010-12-10 11:10;-0,54;
2010-10-25 11:58;-0,47;
2010-06-29 07:57;-0,44;
2010-01-18 09:53;-0,47;
2009-05-29 07:47;-0,45;
2009-04-27 08:47;-0,40;
2009-03-02 09:14;-0,42;
2009-02-05 12:21;-0,39;
2008-11-04 12:00;-0,44;
2008-09-25 12:00;-0,43;
2008-08-12 12:00;-0,32;
2008-05-06 12:00;-0,44;
2008-03-10 12:00;-0,32;
2008-01-31 12:00;-0,36;
2007-10-08 12:00;-0,40;
2007-07-26 12:00;-0,36;
2007-06-27 12:00;-0,35;
