D06707 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06707;
Adres;Nieuwe Doelenstraat 4;
Status;Afgesloten;
Straathoogte;1,46;m + NAP
Bovenkant buis;1,51;m + NAP
Top filter;-0,19;m + NAP
Bodem filter;-1,19;m + NAP
Diameter filter;51;mm
x-coördinaat;121431;
y-coördinaat;486762;
;;
;;
datum;meting NAP;
2010-12-10 08:33;-,43;
2010-09-29 10:26;-,27;
2010-06-30 06:30;-,31;
2010-03-29 09:18;-,31;
2010-01-18 09:01;-,27;
2009-08-31 08:21;-,43;
2009-05-29 07:08;-,49;
