D06282 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06282;
Adres;Nieuwezijds Voorburgwal 49 nst stprnd in wegdek;
Status;Actief;
Straathoogte;0,82;m + NAP
Bovenkant buis;0,70;m + NAP
Top filter;-1,93;m + NAP
Bodem filter;-2,93;m + NAP
Diameter filter;51;mm
x-coördinaat;121380;
y-coördinaat;487686;
;;
;;
datum;meting NAP;
2022-02-02 12:24;-0,32;
2021-12-09 09:16;-0,17;
2021-09-29 08:47;-0,48;
2021-07-26 09:28;-0,38;
2021-05-18 11:31;-0,29;
2021-03-26 08:23;-0,31;
2021-01-22 10:33;-0,25;
2020-11-17 08:42;-0,32;
2020-09-29 08:50;-0,28;
2020-07-09 08:49;-0,32;
2020-05-06 12:08;-0,46;
2020-04-07 13:08;-0,50;
2019-11-29 10:15;-0,32;
2019-09-20 09:46;-0,39;
2019-08-07 08:37;-0,41;
2019-06-11 10:10;-0,33;
2019-03-27 08:39;-0,23;
2019-01-30 10:53;-0,19;
2018-12-06 11:15;-0,37;
2018-10-11 11:44;-0,32;
2018-07-23 09:58;-0,49;
2018-05-29 10:06;-0,36;
2018-02-01 11:38;-0,19;
2017-11-21 11:38;-0,16;
2017-10-04 09:12;-0,22;
2017-08-18 08:15;-0,30;
2017-07-05 10:51;-0,31;
2017-04-19 10:28;-0,34;
2017-02-28 10:38;-0,20;
2016-10-05 08:37;-0,40;
2016-08-18 08:33;-0,32;
2016-04-19 08:08;-0,45;
2016-02-05 12:10;-0,19;
2015-12-10 11:34;-0,20;
2015-09-21 08:54;-0,21;
2015-07-29 09:52;-0,20;
2015-06-17 08:09;-0,39;
2015-03-25 10:52;-0,32;
2014-11-10 11:36;-0,32;
2014-08-27 10:00;-0,20;
2014-07-03 09:41;-0,37;
2014-05-20 09:36;-0,29;
2014-03-25 10:42;-0,25;
2014-01-06 12:01;-0,18;
2013-10-04 10:55;-0,26;
2013-05-23 07:43;-0,15;
2013-04-04 10:41;-0,30;
2013-02-21 10:31;-0,21;
2012-12-18 11:26;-0,19;
2012-07-31 07:20;-0,22;
2012-07-17 09:09;-0,12;
2012-06-14 07:36;-0,23;
2012-05-08 07:09;-0,31;
2012-03-27 08:18;-0,33;
2012-01-26 07:44;-0,20;
2011-12-01 09:14;-0,45;
2011-10-31 12:50;-0,27;
2011-08-17 07:48;-0,20;
2011-06-22 09:03;-0,23;
2011-04-18 06:20;-0,38;
2011-03-17 07:45;-0,30;
2011-02-04 12:37;-0,30;
2010-12-10 12:16;-0,31;
2010-10-26 10:21;-0,17;
2010-09-29 11:00;-0,19;
2010-08-30 10:03;-0,10;
2010-06-30 07:50;-0,33;
2010-03-29 11:16;-0,23;
2010-01-18 12:47;-0,24;
2009-10-09 09:53;-0,18;
2009-08-31 10:46;-0,28;
2009-05-29 10:16;-0,16;
2009-04-27 06:47;-0,22;
2009-03-02 12:03;-0,31;
2008-11-04 12:00;-0,27;
2008-08-13 12:00;-0,23;
2008-05-06 12:00;-0,37;
2008-03-11 12:00;-0,23;
2008-02-01 12:00;-0,23;
2007-11-26 12:00;-0,33;
2007-10-09 12:00;-0,26;
2007-07-26 12:00;-0,20;
2007-03-07 12:00;-0,11;
2007-01-15 12:00;-0,20;
2006-11-10 12:00;-0,37;
2006-10-04 12:00;-0,20;
2006-09-22 12:00;-0,23;
2006-08-15 12:00;-0,16;
2006-04-21 12:00;-0,27;
2006-02-27 12:00;-0,30;
2006-01-25 12:00;-0,34;
2005-12-14 12:00;-0,24;
2005-11-08 12:00;-0,23;
2005-09-07 12:00;-0,20;
2005-07-05 12:00;-0,12;
2005-05-09 12:00;-0,18;
2005-03-31 12:00;-0,28;
2005-01-31 12:00;-0,31;
2004-11-29 12:00;-0,23;
2004-10-14 12:00;-0,24;
2004-09-15 12:00;-0,27;
2004-07-06 12:00;-0,20;
2004-05-10 12:00;-0,31;
2004-03-16 12:00;-0,31;
2004-02-05 12:00;-0,16;
2003-12-01 12:00;-0,21;
2003-10-08 12:00;-0,23;
2003-09-01 12:00;-0,35;
2003-06-25 12:00;-0,32;
2003-04-28 12:00;-0,32;
2003-02-13 12:00;-0,23;
2002-11-28 12:00;-0,26;
2002-10-01 12:00;-0,31;
2002-08-12 12:00;-0,26;
2002-05-28 12:00;-0,29;
2002-03-15 12:00;-0,23;
2002-01-29 12:00;-0,19;
2001-11-28 12:00;-0,21;
2001-09-26 12:00;-0,19;
2001-08-08 12:00;-0,24;
2001-05-31 12:00;-0,30;
2001-03-29 12:00;-0,21;
2001-02-01 12:00;-0,29;
2000-11-29 12:00;-0,19;
2000-09-25 12:00;-0,32;
2000-07-24 12:00;-0,24;
2000-06-05 12:00;-0,22;
2000-03-29 12:00;-0,25;
2000-02-04 12:00;-0,25;
1999-11-22 12:00;-0,20;
1999-09-07 12:00;-0,29;
1999-07-01 12:00;-0,26;
1999-04-28 12:00;-0,23;
1999-02-17 12:00;-0,23;
1998-11-18 12:00;-0,19;
1998-09-24 12:00;-0,15;
1998-07-07 12:00;-0,18;
1998-04-29 12:00;-0,20;
1998-02-05 12:00;-0,23;
1997-12-16 12:00;-0,22;
1997-11-28 12:00;-0,23;
1997-09-09 12:00;-0,15;
1997-07-08 12:00;-0,15;
1997-05-13 12:00;-0,20;
1997-03-05 12:00;-0,38;
1997-02-03 12:00;-0,40;
1996-11-08 12:00;-0,37;
1996-09-11 12:00;-0,58;
1996-07-18 12:00;-0,38;
1996-06-17 12:00;-0,35;
1996-03-05 12:00;-0,35;
1996-01-10 12:00;-0,39;
1995-10-30 12:00;-0,40;
1995-09-18 12:00;-0,32;
1995-06-12 12:00;-0,14;
1995-04-11 12:00;-0,30;
1995-01-31 12:00;-0,16;
1994-12-13 12:00;-0,29;
1994-11-04 12:00;-0,19;
1994-08-26 12:00;-0,20;
1994-06-07 12:00;-0,12;
1994-04-14 12:00;-0,09;
1994-03-25 12:00;-0,10;
1994-02-01 12:00;-0,15;
1994-01-24 12:00;0,17;
1994-01-04 12:00;-0,06;
1993-11-09 12:00;-0,26;
1993-08-25 12:00;-0,23;
1993-06-10 12:00;-0,26;
1993-04-06 12:00;-0,26;
1993-01-26 12:00;-0,20;
