D061618 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D061618;
Adres;Warmoesstraat 167;
Status;Actief;
Straathoogte;2,05;m + NAP
Bovenkant buis;1,98;m + NAP
Top filter;-0,22;m + NAP
Bodem filter;-1,22;m + NAP
Diameter filter;52;mm
x-coördinaat;121487;
y-coördinaat;487376;
;;
;;
datum;meting NAP;
2022-02-02 09:39;0,32;
2021-12-09 12:25;0,39;
2021-09-29 10:00;0,24;
2021-07-26 08:26;0,39;
2021-05-19 10:04;0,34;
2021-03-26 08:44;0,31;
2021-01-22 07:59;0,40;
2020-11-17 08:25;0,34;
2020-09-29 11:06;0,33;
2020-07-09 09:41;0,40;
