D06392 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06392;
Adres;Jonas Daniel Meijerplein 30;
Status;Afgesloten;
Straathoogte;1,64;m + NAP
Bovenkant buis;1,60;m + NAP
Top filter;-0,90;m + NAP
Bodem filter;-1,90;m + NAP
Diameter filter;51;mm
x-coördinaat;122115;
y-coördinaat;486651;
;;
;;
datum;meting NAP;
2011-06-24 10:59;-,45;
2011-05-13 08:33;-,52;
2011-03-18 08:56;-,44;
2011-01-28 13:58;-,33;
2010-10-27 09:32;-,34;
2010-09-28 07:33;-,3;
2010-06-30 09:16;-,55;
2010-05-26 10:11;-,42;
2010-03-30 10:33;-,27;
2010-01-21 07:31;-,34;
2009-10-14 08:43;-,55;
2009-08-31 07:01;-,5;
2009-04-27 10:18;-,39;
2009-03-04 10:33;-,34;
2009-02-10 12:10;-,29;
2008-11-06 12:00;-,39;
2008-09-19 12:00;-,42;
2008-08-11 12:00;-,37;
2008-07-09 12:00;-,53;
2008-04-21 12:00;-,36;
2008-03-06 12:00;-,36;
2008-02-06 12:00;-,32;
2007-11-29 12:00;-,4;
2007-10-04 12:00;-,37;
2007-08-02 12:00;-,34;
2007-06-19 12:00;-,37;
2007-04-17 12:00;-,41;
2007-03-09 12:00;-,44;
2007-01-24 12:00;-,53;
2006-12-19 12:00;-,59;
2006-11-08 12:00;-,64;
2006-10-03 12:00;-,67;
2006-08-03 12:00;-,74;
2006-06-30 12:00;-,71;
2006-04-24 12:00;-,61;
2006-03-02 12:00;-,54;
2006-01-23 12:00;-,43;
2005-12-16 12:00;-,28;
2005-11-10 12:00;-,42;
2005-09-15 12:00;-,4;
2005-07-06 12:00;-,34;
2005-05-18 12:00;-,38;
2005-04-01 12:00;-,4;
2005-02-01 12:00;-,41;
2004-12-01 12:00;-,28;
2004-10-19 12:00;-,36;
2004-09-16 12:00;-,42;
2004-07-07 12:00;-,38;
2004-05-10 12:00;-,41;
2004-03-18 12:00;-,34;
2004-02-03 12:00;-,19;
2003-11-24 12:00;-,43;
2003-10-20 12:00;-,48;
2003-09-03 12:00;-,58;
2003-07-03 12:00;-,42;
2003-04-24 12:00;-,42;
2003-03-11 12:00;-,34;
2003-02-04 12:00;-,24;
2002-11-25 12:00;-,32;
2002-10-02 12:00;-,5;
2002-07-29 12:00;-,43;
2002-05-30 12:00;-,44;
2002-03-14 12:00;-,23;
2002-01-30 12:00;-,21;
2001-11-29 12:00;-,3;
2001-09-27 12:00;-,24;
2001-08-07 12:00;-,43;
2001-05-29 12:00;-,37;
2001-03-27 12:00;-,33;
2001-02-06 12:00;-,19;
2000-11-28 12:00;-,2;
2000-09-27 12:00;-,38;
2000-07-26 12:00;-,36;
2000-05-31 12:00;-,35;
2000-03-31 12:00;-,28;
2000-01-31 12:00;-,37;
1999-11-25 12:00;-,35;
1999-09-09 12:00;-,48;
1999-07-05 12:00;-,38;
1999-04-27 12:00;-,34;
1999-02-18 12:00;-,31;
1998-11-30 12:00;-,31;
1998-09-15 12:00;-,16;
1998-07-09 12:00;-,28;
1998-04-28 12:00;-,22;
1998-02-09 12:00;-,44;
1997-09-26 12:00;-,46;
1997-07-18 12:00;-,37;
1997-05-22 12:00;-,39;
1997-03-19 12:00;-,36;
1997-02-04 12:00;-,46;
1996-11-29 12:00;-,15;
1996-10-04 12:00;-,5;
1996-07-24 12:00;-,49;
1996-05-22 12:00;-,56;
1996-03-27 12:00;-,64;
1996-01-23 12:00;-,62;
1995-11-20 12:00;-,49;
1995-06-13 12:00;-,17;
1995-03-23 12:00;-,19;
1995-01-16 12:00;-,12;
1994-12-19 12:00;-,2;
1994-11-07 12:00;-,15;
1994-08-23 12:00;-,37;
1994-06-09 12:00;-,12;
1994-03-30 12:00;-,15;
1994-01-17 12:00;-,21;
1993-12-29 12:00;-,15;
1993-11-12 12:00;-,28;
1993-09-03 12:00;-,2;
1993-08-26 12:00;-,22;
1993-06-07 12:00;-,38;
1993-04-01 12:00;-,35;
1993-01-22 12:00;-,18;
1992-10-28 12:00;-,22;
1992-08-21 12:00;-,4;
1992-06-12 12:00;-,39;
1992-03-31 12:00;-,28;
1992-01-27 12:00;-,42;
1992-01-02 12:00;-,34;
1991-11-06 12:00;-,4;
1991-08-08 12:00;-,34;
1991-06-04 12:00;-,38;
1991-03-25 12:00;-,42;
1990-12-03 12:00;-,34;
1990-10-03 12:00;-,39;
1990-06-19 12:00;-,4;
1990-04-20 12:00;-,35;
1990-01-26 12:00;-,33;
1989-11-07 12:00;-,37;
1989-09-05 12:00;-,42;
1989-06-27 12:00;-,37;
1989-04-21 12:00;-,31;
1989-01-27 12:00;-,41;
1988-11-22 12:00;-,4;
1988-09-01 12:00;-,28;
1988-06-23 12:00;-,43;
1988-04-19 12:00;-,29;
1988-02-03 12:00;-,16;
1987-11-25 12:00;-,17;
1987-09-10 12:00;-,28;
1987-06-24 12:00;-,35;
1987-04-22 12:00;-,39;
1987-02-18 12:00;-,35;
1986-11-28 12:00;-,25;
1986-06-30 12:00;-,3;
1986-02-05 12:00;-,13;
1985-09-06 12:00;-,15;
1985-06-27 12:00;-,05;
1985-04-22 12:00;-,2;
1984-03-17 12:00;-,04;
1984-01-10 12:00;-,2;
1983-09-06 12:00;-,25;
1983-07-05 12:00;-,19;
1983-05-04 12:00;-,17;
1983-02-24 12:00;-,12;
1983-01-12 12:00;-,1;
1982-11-04 12:00;-,07;
1982-09-07 12:00;-,1;
1982-07-27 12:00;-,15;
1982-05-19 12:00;-,14;
1982-03-25 12:00;-,09;
1982-02-01 12:00;-,05;
1981-11-20 12:00;-,05;
1981-09-10 12:00;-,15;
1981-06-23 12:00;-,05;
1981-03-24 12:00;,16;
