D061718 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D061718;
Adres;Oudezijds Achterburgwal hk Bethaninstraat;
Status;Actief;
Straathoogte;0,58;m + NAP
Bovenkant buis;0,54;m + NAP
Top filter;-1,01;m + NAP
Bodem filter;-2,01;m + NAP
Diameter filter;52;mm
x-coördinaat;121657;
y-coördinaat;487232;
;;
;;
datum;meting NAP;
2022-02-02 10:40;-0,42;
2021-12-09 09:48;-0,38;
2021-09-29 08:03;-0,52;
2021-07-26 07:09;-0,49;
2021-03-26 07:46;-0,47;
