E06532 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;E06532;
Adres;Regulierdwarsstraat 39;
Status;Actief;
Straathoogte;0,87;m + NAP
Bovenkant buis;0,84;m + NAP
Top filter;-1,65;m + NAP
Bodem filter;-2,65;m + NAP
Diameter filter;51;mm
x-coördinaat;121181;
y-coördinaat;486624;
;;
;;
datum;meting NAP;
2022-02-04 10:12;-0,32;
2021-12-29 11:42;-0,34;
2021-10-04 11:11;-0,75;
2021-07-27 09:11;-0,87;
2021-05-26 09:21;-0,78;
2021-03-25 11:17;-0,36;
2021-01-27 09:31;-0,29;
2020-11-18 09:13;-0,38;
2020-10-01 10:31;-0,31;
2020-07-28 11:43;-0,32;
2020-05-08 09:15;-0,44;
2020-03-30 13:45;-0,44;
2020-02-14 09:24;-0,32;
2019-12-02 13:41;-0,36;
2019-09-19 08:14;-0,33;
2019-08-07 10:29;-0,29;
2019-06-14 07:26;-0,29;
2019-03-28 10:47;-0,31;
2019-02-01 10:16;-0,28;
2018-10-23 11:45;-0,35;
2018-07-25 08:27;-0,34;
2018-05-31 10:06;-0,26;
2018-04-06 07:45;-0,28;
2018-02-02 10:59;-0,09;
2017-10-05 07:03;-0,28;
2017-08-15 06:43;-0,25;
2017-07-06 08:46;-0,54;
2017-04-06 08:23;-0,80;
2017-02-15 10:25;-0,72;
2017-01-05 07:47;-0,40;
2016-10-11 10:38;-0,34;
2016-10-03 12:00;-0,32;
2016-10-03 06:54;-0,32;
2016-08-17 12:00;-0,32;
2016-08-16 12:00;-0,32;
2016-06-22 10:08;-0,28;
2016-04-18 10:22;-0,37;
2016-02-10 10:16;-0,25;
2015-09-02 08:05;-0,28;
2015-07-02 09:32;-0,38;
2015-05-13 09:54;-0,32;
2015-03-17 11:47;-0,35;
2015-02-11 10:30;-0,36;
2014-11-13 11:00;-0,41;
2014-09-16 12:01;-0,38;
2014-07-15 09:40;-0,33;
2014-05-22 08:28;-0,28;
2014-03-21 11:26;-0,24;
2014-01-07 12:36;-0,26;
2013-11-07 12:34;-0,18;
2013-09-24 09:09;-0,27;
2013-05-08 08:48;-0,33;
2013-03-25 09:25;-0,31;
2013-02-21 12:21;-0,30;
2012-12-27 09:54;-0,25;
2012-10-10 08:11;-0,31;
2012-09-27 06:27;-0,23;
2012-08-15 09:00;-0,25;
2012-07-24 07:19;-0,28;
2012-03-29 08:23;-0,33;
2011-12-20 11:07;-0,28;
2011-11-16 10:07;-0,36;
2011-10-02 09:11;-0,35;
2011-09-20 06:39;-0,35;
2011-08-30 07:36;-0,26;
2011-06-03 05:57;-0,27;
2011-03-23 10:26;-0,38;
2011-02-07 09:28;-0,41;
2010-10-28 08:33;-0,35;
2010-09-23 08:46;-0,30;
2010-07-01 08:05;-0,37;
2010-05-27 11:21;-0,36;
2010-03-31 09:31;-0,33;
2010-01-19 12:38;-0,34;
2009-10-15 11:37;-0,40;
2009-06-04 12:17;-0,40;
2009-03-09 11:13;-0,35;
2009-02-11 10:04;-0,35;
2008-09-18 12:00;-0,38;
2008-08-05 12:00;-0,29;
2008-07-16 12:00;-0,30;
2008-03-05 12:00;-0,29;
2007-10-10 12:00;-0,32;
2007-08-24 12:00;-0,34;
2007-06-20 12:00;-0,25;
2007-05-04 12:00;-0,35;
2007-01-22 12:00;-0,29;
2006-12-12 12:00;-0,29;
2006-11-06 12:00;-0,23;
2006-10-04 12:00;-0,27;
2006-04-25 12:00;-0,41;
2006-03-08 12:00;-0,30;
2006-01-24 12:00;-0,34;
2005-12-15 12:00;-0,29;
2005-11-10 12:00;-0,35;
2005-09-16 12:00;-0,27;
2005-07-06 12:00;-0,24;
2005-03-29 12:00;-0,26;
2005-02-02 12:00;-0,32;
2004-12-02 12:00;-0,30;
2004-11-02 12:00;-0,34;
2004-09-21 12:00;-0,31;
2004-07-07 12:00;-0,24;
2004-05-13 12:00;-0,30;
2004-03-22 12:00;-0,28;
2004-02-04 12:00;-0,24;
2003-11-25 12:00;-0,27;
2003-10-21 12:00;-0,34;
2003-09-04 12:00;-0,34;
2003-07-23 12:00;-0,31;
2003-04-28 12:00;-0,30;
2003-03-12 12:00;-0,26;
2003-02-05 12:00;-0,17;
2002-12-06 12:00;-0,26;
2002-09-30 12:00;-0,34;
2002-03-19 12:00;-0,26;
2002-02-04 12:00;-0,24;
2001-11-26 12:00;-0,26;
2001-10-01 12:00;-0,22;
2001-08-09 12:00;-0,25;
2001-06-05 12:00;-0,28;
2001-04-09 12:00;-0,26;
2001-02-06 12:00;-0,17;
2000-12-07 12:00;-0,23;
2000-10-03 12:00;-0,28;
2000-07-24 12:00;-0,30;
2000-06-19 12:00;-0,32;
2000-03-29 12:00;-0,29;
2000-03-28 12:00;-0,29;
2000-02-07 12:00;-0,32;
1999-11-23 12:00;-0,32;
1999-09-07 12:00;-0,33;
1999-07-06 12:00;-0,28;
1999-04-27 12:00;-0,24;
1999-03-01 12:00;-0,19;
1998-12-15 12:00;-0,19;
1998-12-01 12:00;-0,29;
1998-09-16 12:00;-0,09;
1998-07-20 12:00;-0,22;
1998-05-06 12:00;-0,31;
1998-02-05 12:00;-0,31;
1997-12-10 12:00;-0,20;
1997-11-26 12:00;-0,27;
1997-09-08 12:00;-0,33;
1997-07-07 12:00;-0,28;
1997-05-12 12:00;-0,34;
1997-03-04 12:00;-0,28;
1997-01-30 12:00;-0,30;
1996-11-07 12:00;-0,27;
1996-09-11 12:00;-0,32;
1996-07-31 12:00;-0,34;
1996-05-20 12:00;-0,28;
1996-02-21 12:00;-0,27;
1996-01-09 12:00;-0,30;
1995-12-19 12:00;-0,30;
1995-10-30 12:00;-0,35;
1995-08-25 12:00;-0,33;
1995-06-09 12:00;-0,26;
1995-04-10 12:00;-0,27;
1995-01-31 12:00;-0,20;
1994-12-13 12:00;-0,25;
1994-11-03 12:00;-0,22;
1994-08-24 12:00;-0,33;
1994-06-07 12:00;-0,22;
1994-04-05 12:00;-0,14;
1994-01-31 12:00;-0,14;
1994-01-03 12:00;-0,11;
1993-11-08 12:00;-0,30;
1993-08-24 12:00;-0,25;
1993-06-09 12:00;-0,26;
1993-04-05 12:00;-0,23;
1993-01-25 12:00;-0,24;
1992-11-03 12:00;-0,20;
1992-09-22 12:00;-0,28;
1992-07-20 12:00;-0,25;
1992-05-18 12:00;-0,26;
1992-03-17 12:00;-0,23;
1992-01-30 12:00;-0,33;
1991-10-28 12:00;-0,15;
1991-08-14 12:00;-0,18;
1991-01-18 00:00;-0,17;
