E061056 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;E061056;
Adres;Rustenburgerstraat hk Rustenburgerdwarsstraat;
Status;Actief;
Straathoogte;-0,06;m + NAP
Bovenkant buis;-0,12;m + NAP
Top filter;-1,32;m + NAP
Bodem filter;-2,32;m + NAP
Diameter filter;52;mm
x-coördinaat;122108;
y-coördinaat;486467;
;;
;;
datum;meting NAP;
2021-12-09 11:43;-0,99;
2021-09-27 07:38;-1,31;
2021-07-22 08:15;-1,20;
