D06561 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06561;
Adres;Nieuwezijds Voorburgwal 87;
Status;Actief;
Straathoogte;0,92;m + NAP
Bovenkant buis;0,84;m + NAP
Top filter;-1,59;m + NAP
Bodem filter;-2,59;m + NAP
Diameter filter;51;mm
x-coördinaat;121288;
y-coördinaat;487576;
;;
;;
datum;meting NAP;
2022-02-02 12:12;-0,45;
2021-12-09 09:11;-0,38;
2021-09-29 08:53;-0,60;
2021-07-26 09:15;-0,55;
2021-05-18 11:31;-0,42;
2021-03-26 08:26;-0,49;
2021-01-22 10:28;-0,39;
2020-11-17 08:39;-0,54;
2020-09-29 08:54;-0,49;
2020-07-09 08:42;-0,46;
2020-05-06 12:26;-0,65;
2020-04-07 13:09;-0,50;
2019-11-29 10:13;-0,45;
2019-09-20 09:44;-0,54;
2019-08-07 08:34;-0,50;
2019-06-11 10:06;-0,47;
2019-03-27 08:44;-0,49;
2019-01-30 10:51;-0,41;
2018-12-06 11:12;-0,58;
2018-10-11 11:42;-0,55;
2018-07-23 10:00;-0,65;
2018-05-29 10:19;-0,53;
2018-03-26 07:02;-0,53;
2018-02-01 11:36;-0,40;
2017-11-21 11:36;-0,42;
2017-10-04 11:00;-0,48;
2017-08-18 08:24;-0,51;
2017-02-28 10:35;-0,46;
2016-12-20 09:03;-0,59;
2016-10-05 11:41;-0,63;
2016-06-15 09:44;-0,52;
2016-04-19 08:05;-0,52;
2016-02-05 13:00;-0,47;
2015-12-10 11:31;-0,46;
2015-09-21 08:59;-0,48;
2015-07-29 09:50;-0,44;
2015-06-17 08:12;-0,62;
2015-05-22 05:20;-0,58;
2015-03-25 11:02;-0,54;
2015-02-06 11:39;-0,47;
2014-11-10 11:34;-0,54;
2014-09-11 06:17;-0,53;
2014-07-03 09:44;-0,61;
2014-03-25 10:37;-0,48;
2014-01-06 12:03;-0,47;
2013-10-04 10:47;-0,47;
2013-07-11 06:05;-0,50;
2013-05-23 07:45;-0,29;
2013-04-04 10:37;-0,55;
2013-02-21 10:24;-0,46;
2012-12-18 11:32;-0,38;
2012-07-31 07:18;-0,45;
2012-07-17 09:12;-0,17;
2012-06-14 07:33;-0,48;
2012-05-08 07:07;-0,52;
2012-03-27 08:22;-0,58;
2012-01-26 07:38;-0,44;
2011-12-01 09:11;-0,58;
2011-10-31 12:48;-0,52;
2011-08-17 07:46;-0,45;
2011-06-22 09:01;-0,41;
2011-04-18 06:20;-0,58;
2011-03-17 07:47;-0,50;
2011-02-04 12:35;-0,51;
2010-12-10 12:18;-0,52;
2010-10-26 10:14;-0,42;
2010-09-29 11:16;-0,45;
2010-08-30 10:02;-0,06;
2010-06-30 07:48;-0,52;
2010-03-29 11:21;-0,43;
2010-01-18 12:45;-0,46;
2009-10-09 09:55;-0,46;
2009-08-31 10:44;-0,52;
2009-05-29 10:14;-0,34;
2009-04-27 06:44;-0,52;
2009-02-05 09:34;-0,44;
2008-08-13 12:00;-0,36;
2008-05-06 12:00;-0,43;
2008-03-11 12:00;-0,31;
2008-02-01 12:00;-0,36;
2007-11-26 12:00;-0,44;
2007-10-08 12:00;-0,41;
2007-07-26 12:00;-0,33;
2007-06-27 12:00;-0,41;
2007-04-17 12:00;-0,48;
2007-03-07 12:00;-0,21;
2007-01-15 12:00;-0,25;
2006-11-10 12:00;-0,27;
2006-10-04 12:00;-0,26;
2006-09-22 12:00;-0,31;
2006-08-15 12:00;-0,15;
2006-07-04 12:00;-0,44;
2006-04-20 12:00;-0,34;
2006-02-27 12:00;-0,41;
2006-01-25 12:00;-0,41;
2005-12-14 12:00;-0,37;
2005-11-08 12:00;-0,39;
2005-09-07 12:00;-0,38;
2005-07-05 12:00;-0,21;
2005-05-09 12:00;-0,39;
2005-03-31 12:00;-0,45;
2005-01-31 12:00;-0,44;
2004-11-29 12:00;-0,33;
2004-10-14 12:00;-0,38;
2004-09-15 12:00;-0,39;
2004-07-06 12:00;-0,28;
2004-05-10 12:00;-0,39;
2004-03-16 12:00;-0,43;
2004-02-06 12:00;-0,16;
2003-12-01 12:00;-0,21;
2003-10-08 12:00;-0,29;
2003-09-01 12:00;-0,40;
2003-06-25 12:00;-0,41;
2003-04-28 12:00;-0,41;
2003-03-12 12:00;-0,41;
2003-02-13 12:00;-0,34;
2002-11-28 12:00;-0,39;
2002-10-01 12:00;-0,42;
2002-08-12 12:00;-0,34;
2002-05-28 12:00;-0,43;
2002-03-15 12:00;-0,36;
2002-01-29 12:00;-0,30;
2001-11-28 12:00;-0,34;
2001-09-26 12:00;-0,26;
2001-08-08 12:00;-0,36;
2001-05-31 12:00;-0,39;
2001-03-29 12:00;-0,38;
2001-02-01 12:00;-0,40;
2000-11-29 12:00;-0,31;
2000-09-25 12:00;-0,42;
2000-07-24 12:00;-0,36;
2000-06-05 12:00;-0,36;
2000-03-29 12:00;-0,37;
2000-02-04 12:00;-0,39;
1999-11-22 12:00;-0,35;
1999-09-07 12:00;-0,43;
1999-07-01 12:00;-0,41;
1999-04-28 12:00;-0,40;
1999-02-17 12:00;-0,34;
1998-11-18 12:00;-0,34;
1998-09-24 12:00;-0,30;
