D061617 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D061617;
Adres;Oude Waal 21;
Status;Actief;
Straathoogte;1,70;m + NAP
Bovenkant buis;1,52;m + NAP
Top filter;-0,48;m + NAP
Bodem filter;-1,48;m + NAP
Diameter filter;52;mm
x-coördinaat;122100;
y-coördinaat;487332;
;;
;;
datum;meting NAP;
2022-02-03 07:53;-0,31;
2021-12-10 08:10;-0,09;
2021-10-01 09:47;-0,39;
2021-10-01 08:47;-0,39;
2021-07-26 10:19;-0,38;
2021-05-20 10:09;-0,30;
2021-03-24 10:36;-0,28;
2021-01-20 10:07;-0,12;
2020-11-17 10:40;-0,26;
2020-09-30 07:02;-0,33;
2020-07-10 08:13;-0,31;
2020-05-07 08:00;-0,74;
2020-04-09 10:47;-0,40;
2020-02-19 10:34;-0,22;
