D06397 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06397;
Adres;Spuistraat 210 hk Paleisstraat;
Status;Actief;
Straathoogte;1,17;m + NAP
Bovenkant buis;1,11;m + NAP
Top filter;-1,63;m + NAP
Bodem filter;-2,63;m + NAP
Diameter filter;51;mm
x-coördinaat;121097;
y-coördinaat;487260;
;;
;;
datum;meting NAP;
2022-02-01 08:39;-0,61;
2021-12-08 09:59;-0,52;
2021-09-27 09:33;-0,76;
2021-07-23 08:21;-0,17;
2021-05-18 09:10;-0,24;
2021-03-26 09:45;-0,68;
2021-01-21 10:58;-0,55;
2020-11-11 11:09;-0,13;
2020-09-18 09:28;-0,15;
2020-07-14 10:23;-0,07;
2020-05-08 10:56;-0,19;
2020-03-18 11:00;-0,13;
2020-02-06 12:01;-0,14;
2019-11-21 10:38;-0,63;
2019-09-23 08:15;-0,70;
2011-09-23 06:57;-0,69;
2011-07-28 08:05;-0,59;
2011-06-20 07:39;-0,65;
2011-05-11 07:28;-0,72;
2011-03-14 09:10;-0,69;
2011-01-27 12:38;-0,64;
2010-12-09 09:51;-0,69;
2010-10-25 07:10;-0,61;
2010-09-27 07:51;-0,65;
2010-07-13 07:04;-0,64;
2010-05-21 08:40;-0,72;
2010-03-26 11:01;-0,63;
2010-01-19 13:07;-0,73;
2009-10-12 07:42;-0,69;
2009-08-27 10:16;-0,75;
2009-05-28 09:35;-0,66;
2009-04-16 08:07;-0,73;
2009-03-04 09:01;-0,66;
2009-01-23 11:36;-0,60;
2008-11-03 12:00;-0,66;
2008-09-17 12:00;-0,68;
2008-08-21 12:00;-0,70;
2008-07-08 12:00;-0,74;
2008-04-23 12:00;-0,75;
2008-03-04 12:00;-0,74;
2007-11-30 12:00;-0,72;
2007-07-05 12:00;-0,50;
2007-04-16 12:00;-0,72;
2007-03-08 12:00;-0,58;
2007-01-23 12:00;-0,59;
2006-12-28 12:00;-0,65;
2006-11-07 12:00;-0,64;
2006-10-04 12:00;-0,59;
2006-08-10 12:00;-0,63;
2006-06-28 12:00;-0,68;
2006-04-19 12:00;-0,66;
2006-02-27 12:00;-0,69;
2006-01-25 12:00;-0,79;
2005-12-13 12:00;-0,67;
2005-11-08 12:00;-0,64;
2005-09-07 12:00;-0,49;
2005-07-05 12:00;-0,49;
2005-05-09 12:00;-0,65;
2005-03-31 12:00;-0,72;
2005-01-31 12:00;-0,70;
2004-11-29 12:00;-0,60;
2004-10-14 12:00;-0,64;
2004-10-08 12:00;-0,41;
2004-09-14 12:00;-0,62;
2004-07-06 12:00;-0,52;
2004-05-10 12:00;-0,63;
2004-03-16 12:00;-0,63;
2004-02-06 12:00;-0,31;
2003-12-01 12:00;-0,38;
2003-04-28 12:00;-0,67;
2003-03-11 12:00;-0,69;
2003-02-13 12:00;-0,71;
2002-11-27 12:00;-0,66;
2002-10-01 12:00;-0,67;
2002-08-12 12:00;-0,64;
2002-05-28 12:00;-0,65;
2002-03-15 12:00;-0,62;
2002-01-29 12:00;-0,59;
2001-11-28 12:00;-0,63;
2001-09-26 12:00;-0,57;
2001-08-07 12:00;-0,65;
2001-05-31 12:00;-0,66;
2001-03-28 12:00;-0,70;
2001-02-01 12:00;-0,71;
2000-11-29 12:00;-0,57;
2000-09-25 12:00;-0,67;
2000-07-24 12:00;-0,63;
2000-06-05 12:00;-0,62;
2000-03-29 12:00;-0,66;
2000-02-04 12:00;-0,61;
1999-11-22 12:00;-0,57;
1999-10-13 12:00;-0,63;
1999-09-07 12:00;-0,66;
1999-07-05 12:00;-0,62;
1999-04-27 12:00;-0,66;
1999-02-17 12:00;-0,65;
1998-11-17 12:00;-0,64;
1998-09-23 12:00;-0,57;
1998-07-07 12:00;-0,61;
1998-04-28 12:00;-0,57;
1998-02-05 12:00;-0,70;
1997-12-16 12:00;-0,70;
1997-11-28 12:00;-0,68;
1997-09-09 12:00;-0,66;
1997-07-08 12:00;-0,66;
1997-05-13 12:00;-0,69;
1997-03-05 12:00;-0,65;
1997-02-03 12:00;-0,67;
1996-11-08 12:00;-0,53;
1996-09-11 12:00;-0,62;
1996-07-18 12:00;-0,61;
1996-05-21 12:00;-0,61;
1996-03-06 12:00;-0,61;
1996-01-10 12:00;-0,63;
1995-12-19 12:00;-0,61;
1995-10-30 12:00;-0,61;
1995-08-28 12:00;-0,59;
1995-06-29 12:00;-0,51;
1995-06-12 12:00;-0,49;
1995-04-11 12:00;-0,50;
1995-01-31 12:00;-0,50;
1994-12-13 12:00;-0,53;
1994-11-04 12:00;-0,43;
1994-08-26 12:00;-0,54;
1994-06-07 12:00;-0,55;
1994-04-06 12:00;-0,45;
1994-02-01 12:00;-0,50;
1994-01-04 12:00;-0,43;
1993-11-09 12:00;-0,56;
1993-08-25 12:00;-0,54;
1993-06-10 12:00;-0,54;
1993-04-07 12:00;-0,59;
1993-01-26 12:00;-0,53;
1992-11-04 12:00;-0,54;
1992-09-22 12:00;-0,60;
1992-07-20 12:00;-0,67;
1992-05-19 12:00;-0,61;
1992-03-18 12:00;-0,71;
1992-01-31 12:00;-0,74;
1991-10-29 12:00;-0,66;
1991-08-14 12:00;-0,70;
1991-06-03 12:00;-0,60;
1991-04-02 12:00;-0,66;
1991-01-21 12:00;-0,70;
1990-12-07 12:00;-0,67;
1990-10-03 12:00;-0,73;
1990-06-18 12:00;-0,75;
1990-04-19 12:00;-0,68;
1990-01-24 12:00;-0,49;
1989-11-06 12:00;-0,42;
1989-09-01 12:00;-0,54;
1989-06-26 12:00;-0,51;
1989-04-20 12:00;-0,46;
1989-01-26 12:00;-0,51;
1988-11-21 12:00;-0,49;
1988-08-31 12:00;-0,46;
1988-06-22 12:00;-0,50;
1988-04-18 12:00;-0,71;
1988-02-02 12:00;-0,41;
1987-11-24 12:00;-0,40;
1987-09-09 12:00;-0,42;
1987-06-23 12:00;-0,41;
1987-04-21 12:00;-0,47;
1987-02-17 12:00;-0,49;
1986-11-27 12:00;-0,46;
1986-09-15 12:00;-0,46;
1986-06-30 12:00;-0,53;
1986-04-24 12:00;-0,53;
1986-02-03 12:00;-0,51;
1985-11-21 12:00;-0,41;
1985-09-05 12:00;-0,46;
1985-06-26 12:00;-0,41;
1985-02-22 12:00;-0,52;
1984-11-05 12:00;-0,42;
1984-08-22 12:00;-0,30;
1984-06-05 12:00;-0,30;
1984-03-12 12:00;-0,38;
1984-01-09 12:00;-0,36;
1983-11-11 12:00;-0,37;
1983-09-06 12:00;-0,40;
1983-07-04 12:00;-0,38;
1983-05-02 12:00;-0,30;
1983-02-25 12:00;-0,34;
1983-01-10 12:00;-0,31;
1982-11-03 12:00;-0,37;
1982-09-07 12:00;-0,32;
