E05271 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;E05271;
Adres;Keizersgracht 550;
Status;Actief;
Straathoogte;1,05;m + NAP
Bovenkant buis;0,89;m + NAP
Top filter;-1,94;m + NAP
Bodem filter;-2,94;m + NAP
Diameter filter;51;mm
x-coördinaat;120971;
y-coördinaat;486465;
;;
;;
datum;meting NAP;
2022-02-04 10:35;-0,34;
2021-12-29 11:54;-0,47;
2021-10-04 13:34;-0,48;
2021-07-27 09:25;-0,45;
2021-05-26 10:02;-0,40;
2021-03-25 11:30;-0,40;
2021-01-27 09:08;-0,40;
2020-11-18 08:56;-0,96;
2020-10-02 07:35;-0,79;
2020-07-28 11:57;-0,40;
2020-05-08 08:24;-0,53;
2020-03-30 10:49;-0,58;
2020-02-14 09:38;-0,51;
2019-12-02 10:50;-0,48;
2019-09-19 08:27;-0,42;
2019-08-07 10:48;-0,37;
2019-06-14 09:07;-0,42;
2019-03-28 11:03;-0,37;
2019-02-01 10:47;-0,30;
2018-04-06 08:01;-0,28;
2017-10-05 08:31;-0,28;
2017-04-06 08:42;-0,43;
2017-02-15 10:44;-0,62;
2017-01-05 10:26;-0,53;
2016-10-11 10:02;-0,55;
2016-10-03 06:08;-0,48;
2016-10-03 00:00;-0,48;
2016-08-17 12:00;-0,48;
2016-08-16 12:00;-0,48;
2016-06-22 09:36;-0,41;
2016-04-18 09:55;-0,45;
2016-02-10 10:52;-0,35;
2015-12-08 09:58;-0,38;
2015-09-02 09:07;-0,37;
2015-07-02 09:51;-0,39;
2015-05-13 09:38;-0,50;
2015-03-17 11:28;-0,38;
2015-02-11 10:47;-0,37;
2014-11-13 11:23;-0,45;
2014-09-16 11:38;-0,41;
2014-07-15 09:54;-0,42;
2014-05-22 08:50;-0,32;
2014-03-21 12:17;-0,35;
2014-01-07 13:02;-0,43;
2013-11-07 14:34;-0,39;
2013-09-24 09:37;-0,36;
2013-07-16 10:14;-0,44;
2013-05-08 08:06;-0,36;
2013-03-25 09:46;-0,48;
2013-02-21 13:03;-0,49;
2012-12-27 10:16;-0,37;
2012-09-27 06:40;-0,39;
2012-07-24 07:31;-0,36;
2012-05-11 09:35;-0,41;
2012-03-29 08:38;-0,35;
2012-02-15 10:56;-0,31;
2011-12-20 12:22;-0,39;
2011-11-15 11:50;-0,39;
2011-10-03 00:00;-0,37;
2011-09-20 06:57;-0,45;
2011-08-30 06:35;-0,41;
2011-06-03 06:18;-0,42;
2011-03-23 10:56;-0,47;
2011-02-07 08:48;-0,40;
2010-10-28 09:11;-0,30;
2010-09-23 08:02;-0,33;
2010-07-01 12:32;-0,62;
2010-05-27 11:12;-0,33;
2010-03-31 11:50;-0,34;
2010-01-20 07:52;-0,36;
2009-10-15 10:42;-0,42;
2009-06-04 11:57;-0,39;
2009-04-17 09:59;-0,35;
2009-03-09 11:02;-0,41;
2009-02-11 10:30;-0,51;
2008-11-06 12:00;-0,38;
2008-09-18 12:00;-0,41;
2008-08-05 12:00;-0,41;
2008-07-16 12:00;-0,37;
2008-04-21 12:00;-0,35;
2008-03-05 12:00;-0,53;
2007-11-27 12:00;-0,43;
2007-10-10 12:00;-0,35;
2007-08-24 12:00;-0,45;
2007-06-20 12:00;-0,41;
2007-04-20 12:00;-0,45;
2007-03-06 12:00;-0,32;
2007-01-22 12:00;-0,42;
2006-12-12 12:00;-0,41;
2006-11-09 12:00;-0,33;
2006-10-17 12:00;-0,38;
2006-10-04 12:00;-0,35;
2006-08-02 12:00;-0,43;
2006-06-26 12:00;-0,40;
2006-04-25 12:00;-0,41;
2006-03-08 12:00;-0,41;
2006-01-24 12:00;-0,45;
2005-12-15 12:00;-0,36;
2005-11-10 12:00;-0,48;
2005-09-16 12:00;-0,35;
2005-07-06 12:00;-0,35;
2005-05-20 12:00;-0,38;
2005-03-29 12:00;-0,43;
2005-02-02 12:00;-0,42;
2004-12-02 12:00;-0,40;
2004-09-21 12:00;-0,42;
2004-07-07 12:00;-0,40;
2004-05-13 12:00;-0,46;
2004-03-22 12:00;-0,42;
2004-02-04 12:00;-0,40;
2003-11-25 12:00;-0,43;
2003-10-21 12:00;-0,45;
2003-09-04 12:00;-0,45;
2003-07-23 12:00;-0,44;
2003-04-28 12:00;-0,40;
2003-03-12 12:00;-0,53;
2003-02-06 12:00;-0,52;
2002-12-06 12:00;-0,50;
2002-09-30 12:00;-0,45;
2002-08-01 12:00;-0,42;
2002-03-19 12:00;-0,46;
2002-02-04 12:00;-0,79;
2001-11-26 12:00;-0,38;
2001-10-01 12:00;-0,29;
2001-08-09 12:00;-0,45;
2001-06-05 12:00;-0,42;
2001-04-09 12:00;-0,45;
2001-02-07 12:00;-0,36;
2000-12-07 12:00;-0,37;
2000-10-03 12:00;-0,53;
2000-07-24 12:00;-0,32;
2000-06-19 12:00;-0,36;
2000-03-29 12:00;-0,41;
2000-02-07 12:00;-0,35;
1999-11-23 12:00;-0,46;
1999-09-07 12:00;-0,40;
1999-07-06 12:00;-0,46;
1999-04-27 12:00;-0,47;
1999-03-01 12:00;-0,34;
1998-12-02 12:00;-0,35;
1998-09-16 12:00;-0,35;
1998-07-20 12:00;-0,36;
1998-05-06 12:00;-0,36;
1998-02-06 12:00;-0,44;
1997-12-10 12:00;-0,39;
1997-11-26 12:00;-0,47;
1997-09-08 12:00;-0,43;
1997-07-07 12:00;-0,46;
1997-05-12 12:00;-0,49;
1997-03-04 12:00;-0,43;
1997-01-30 12:00;-0,44;
1996-11-07 12:00;-0,38;
1996-09-10 12:00;-0,39;
1996-07-17 12:00;-0,47;
1996-05-20 12:00;-0,44;
1996-02-05 12:00;-0,42;
1996-01-08 12:00;-0,39;
1995-12-18 12:00;-0,39;
1995-10-30 12:00;-0,48;
1995-08-24 12:00;-0,43;
1995-06-09 12:00;-0,41;
1995-04-10 12:00;-0,36;
1995-03-07 12:00;-0,41;
1995-01-31 12:00;-0,44;
1994-12-13 12:00;-0,44;
1994-11-03 12:00;-0,44;
1994-08-24 12:00;-0,39;
1994-06-06 12:00;-0,43;
1994-04-05 12:00;-0,38;
1994-01-31 12:00;-0,40;
1994-01-03 12:00;-0,33;
1993-11-08 12:00;-0,44;
1993-08-24 12:00;-0,33;
1993-06-09 12:00;-0,38;
1993-04-05 12:00;-0,41;
1993-01-25 12:00;-0,33;
1992-11-02 12:00;-0,31;
1992-09-21 12:00;-0,36;
1992-07-20 12:00;-0,39;
1992-05-18 12:00;-0,37;
1992-03-17 12:00;-0,40;
1992-01-30 12:00;-0,41;
1991-10-28 12:00;-0,37;
1991-08-14 12:00;-0,39;
1991-06-03 12:00;-0,32;
1991-04-02 12:00;-0,27;
1991-01-21 12:00;-0,36;
1990-12-07 12:00;-0,32;
1990-10-05 12:00;-0,47;
1990-06-18 12:00;-0,36;
1990-04-12 12:00;-0,38;
1990-01-26 12:00;-0,34;
1989-11-09 12:00;-0,43;
1989-08-30 12:00;-0,37;
1989-08-14 12:00;-0,36;
1989-06-21 12:00;-0,39;
1989-04-19 12:00;-0,34;
1989-02-01 12:00;-0,40;
1988-11-22 12:00;-0,39;
1988-09-06 12:00;-0,38;
1988-06-24 12:00;-0,38;
1988-04-15 12:00;-0,41;
1988-02-02 12:00;-0,31;
1987-11-25 12:00;-0,27;
1987-09-09 12:00;-0,34;
1987-06-26 12:00;-0,36;
1987-04-14 12:00;-0,47;
1987-02-16 12:00;-0,40;
1986-11-25 12:00;-0,38;
1986-09-18 12:00;-0,43;
1986-06-26 12:00;-0,44;
1986-04-23 12:00;-0,39;
1986-03-06 12:00;-0,37;
1985-11-27 12:00;-0,31;
1985-09-10 12:00;-0,34;
1985-06-28 12:00;-0,30;
1985-04-22 12:00;-0,29;
1985-02-26 12:00;-0,44;
1984-11-08 12:00;-0,38;
1984-08-27 12:00;-0,39;
1984-06-08 12:00;-0,34;
1984-03-21 12:00;-0,35;
1984-01-12 12:00;-0,21;
1983-11-16 12:00;-0,39;
1983-09-06 12:00;-0,40;
1983-07-08 12:00;-0,39;
1983-05-10 12:00;-0,31;
