D06734 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;D06734;
Adres;Jonas Daniel Meijerplein 30;
Status;Actief;
Straathoogte;1,65;m + NAP
Bovenkant buis;1,54;m + NAP
Top filter;-0,95;m + NAP
Bodem filter;-1,95;m + NAP
Diameter filter;52;mm
x-coördinaat;122115;
y-coördinaat;486651;
;;
;;
datum;meting NAP;
2022-02-03 14:27;-0,27;
2021-12-10 11:24;-0,18;
2021-10-01 08:33;-0,55;
2021-10-01 07:33;-0,55;
2021-07-26 08:51;-0,50;
2021-05-20 08:24;-0,36;
2021-03-24 12:06;-0,40;
2021-01-20 09:43;-0,17;
2020-11-17 11:50;-0,37;
2020-09-30 11:30;-0,53;
2020-07-10 07:39;-0,47;
2020-05-07 09:05;-0,50;
2020-04-09 12:24;-0,48;
2020-02-18 14:08;-0,25;
2019-11-26 11:44;-0,50;
2019-09-23 10:16;-0,63;
2019-08-08 09:57;-0,66;
2019-06-05 08:53;-0,58;
2019-03-20 12:16;-0,28;
2019-01-30 11:51;-0,32;
2018-12-14 10:36;-0,43;
2018-10-05 11:13;-0,53;
2018-07-18 06:53;-0,65;
2018-05-28 09:21;-0,47;
2018-04-04 07:44;-0,33;
2018-01-30 10:22;-0,26;
2017-11-22 08:55;-0,23;
2017-10-05 11:28;-0,25;
2017-08-14 06:39;-0,48;
2017-07-04 11:33;-0,52;
2017-04-07 10:54;-0,35;
2017-02-27 11:03;-0,29;
2016-12-20 14:00;-0,40;
2016-10-10 09:57;-0,53;
2016-08-19 09:57;-0,45;
2016-06-24 08:59;-0,26;
2016-04-14 06:53;-0,32;
2016-02-09 11:07;-0,15;
2015-12-29 10:56;-0,24;
2015-10-05 14:04;-0,29;
2015-07-31 07:13;-0,47;
2015-06-19 08:06;-0,49;
2015-05-12 12:02;-0,39;
2015-03-20 12:28;-0,33;
2015-02-10 11:56;-0,27;
2014-11-11 13:25;-0,39;
2014-09-15 09:37;-0,36;
2014-07-10 10:26;-0,45;
2014-05-20 08:39;-0,35;
2014-03-26 09:56;-0,30;
2014-01-16 07:59;-0,15;
2013-11-21 12:18;-0,24;
2013-09-26 08:31;-0,42;
2013-07-10 06:04;-0,36;
2013-05-31 09:32;-0,22;
2013-04-19 08:22;-0,41;
2013-02-21 12:28;-0,28;
2012-11-08 11:45;-0,25;
2012-10-31 09:02;-0,20;
2012-10-10 11:20;-0,29;
2012-07-25 06:12;-0,17;
2012-06-13 09:21;-0,39;
2012-05-09 09:55;-0,34;
2012-03-28 10:07;-0,39;
