E06108 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;E06108;
Adres;Woustraat van 162;
Status;Actief;
Straathoogte;0,49;m + NAP
Bovenkant buis;0,44;m + NAP
Top filter;-1,49;m + NAP
Bodem filter;-2,49;m + NAP
Diameter filter;51;mm
x-coördinaat;122000;
y-coördinaat;485049;
;;
;;
datum;meting NAP;
2021-09-27 10:25;-0,92;
2021-07-21 10:17;-0,81;
2021-05-05 09:28;-0,80;
2021-03-24 10:58;-0,79;
2021-01-14 12:24;-0,75;
2020-11-11 07:46;-0,89;
2020-09-28 08:26;-0,86;
2020-07-14 08:10;-0,80;
2020-04-29 11:03;-0,88;
2020-03-20 09:13;-0,76;
2020-01-21 09:15;-0,83;
2011-09-19 08:09;-0,76;
2011-08-16 10:55;-0,73;
2011-07-06 10:46;-0,83;
2011-05-25 06:35;-0,93;
2011-03-07 12:14;-0,80;
2011-01-04 12:17;-0,80;
2010-11-16 12:12;-0,72;
2010-10-27 07:23;-0,72;
2010-06-29 07:51;-0,90;
2010-06-08 09:14;-0,86;
2010-03-24 09:12;-0,75;
2009-12-10 13:40;-0,65;
2009-10-08 09:45;-0,73;
2009-08-26 09:47;-0,83;
2009-05-28 09:30;-0,68;
2009-03-03 13:20;-0,64;
2009-02-09 12:48;-0,67;
2008-12-23 12:00;-0,67;
2008-10-31 12:00;-0,67;
2008-09-16 12:00;-0,73;
2008-05-22 12:00;-0,71;
2008-02-08 12:00;-0,63;
2007-12-06 12:00;-0,69;
2007-10-03 12:00;-0,76;
2007-08-20 12:00;-0,72;
2007-04-17 12:00;-0,77;
2007-02-26 12:00;-0,69;
2007-01-22 12:00;-0,59;
2006-12-07 12:00;-0,57;
2006-11-05 12:00;-0,68;
2006-09-22 12:00;-0,75;
2006-08-16 12:00;-0,68;
2006-06-29 12:00;-0,86;
2006-04-11 12:00;-0,74;
2006-01-19 12:00;-0,77;
2005-12-19 12:00;-0,71;
2005-09-07 12:00;-0,80;
2005-06-30 12:00;-0,90;
2005-04-29 12:00;-0,76;
2005-03-24 12:00;-0,78;
2005-01-25 12:00;-0,84;
2004-12-08 12:00;-0,91;
2004-10-20 12:00;-0,80;
2004-09-10 12:00;-0,72;
2004-06-25 12:00;-0,83;
2004-05-03 12:00;-0,81;
2004-02-03 12:00;-0,61;
2003-12-10 12:00;-0,82;
2003-10-17 12:00;-0,93;
2003-08-28 12:00;-0,96;
2003-06-25 12:00;-0,83;
2003-04-25 12:00;-0,88;
2003-03-12 12:00;-0,83;
2003-01-30 12:00;-0,59;
2002-11-11 12:00;-0,61;
2002-09-24 12:00;-0,82;
2002-07-23 12:00;-0,75;
2002-05-29 12:00;-0,74;
2002-03-12 12:00;-0,58;
2002-01-23 12:00;-0,57;
2001-11-23 12:00;-0,75;
2001-09-20 12:00;-0,58;
2001-08-02 12:00;-0,81;
2001-05-23 12:00;-0,73;
2001-03-26 12:00;-0,65;
2001-01-29 12:00;-0,69;
2000-12-04 12:00;-0,63;
2000-09-25 12:00;-0,77;
2000-07-12 12:00;-0,71;
2000-05-29 12:00;-0,67;
2000-03-23 12:00;-0,67;
2000-01-31 12:00;-0,72;
1999-11-16 12:00;-0,73;
1999-09-03 12:00;-0,79;
1999-06-21 12:00;-0,71;
1999-04-20 12:00;-0,68;
1999-02-11 12:00;-0,68;
1998-11-16 12:00;-0,59;
1998-09-07 12:00;-0,60;
1998-06-30 12:00;-0,61;
1998-04-21 12:00;-0,68;
1998-02-03 12:00;-0,75;
1997-12-18 12:00;-0,76;
1997-10-17 12:00;-0,63;
1997-07-24 12:00;-0,75;
1997-05-07 12:00;-0,80;
1997-02-26 12:00;-0,70;
1996-12-17 12:00;-0,75;
1996-10-08 12:00;-0,93;
1996-08-01 12:00;-0,93;
1996-05-14 12:00;-0,89;
1996-02-28 12:00;-0,84;
1995-10-18 12:00;-0,73;
1995-08-17 12:00;-1,04;
1995-06-02 12:00;-0,96;
1995-03-06 12:00;-0,79;
1995-01-11 12:00;-0,76;
1994-10-27 12:00;-0,81;
1994-08-12 12:00;-0,95;
1994-05-31 12:00;-0,90;
1994-03-11 12:00;-0,93;
1994-01-07 12:00;-0,73;
1993-10-29 12:00;-0,84;
1993-08-24 12:00;-0,97;
1993-05-27 12:00;-1,02;
1993-03-09 12:00;-0,97;
1993-02-03 12:00;-0,94;
1992-10-27 12:00;-0,96;
1992-08-19 12:00;-1,09;
1992-06-04 12:00;-0,99;
1992-03-24 12:00;-0,93;
1992-01-22 12:00;-1,02;
1991-10-25 12:00;-0,99;
1991-08-06 12:00;-0,98;
1991-05-27 12:00;-1,12;
1991-03-06 12:00;-1,03;
1991-01-09 12:00;-0,97;
1990-11-01 12:00;-0,99;
1990-08-08 12:00;-1,13;
1990-05-17 12:00;-1,05;
1990-02-28 12:00;-0,99;
1990-01-02 12:00;-0,95;
1989-11-23 12:00;-1,05;
1989-09-05 12:00;-1,01;
1989-08-11 12:00;-0,96;
1989-06-30 12:00;-0,78;
1989-04-05 12:00;-1,02;
1989-03-23 12:00;-1,06;
1988-11-08 12:00;-1,07;
1988-08-18 12:00;-1,08;
1988-06-06 12:00;-1,11;
1988-04-07 12:00;-1,13;
1988-01-26 12:00;-0,97;
1987-11-06 12:00;-1,11;
1987-08-28 12:00;-1,02;
1987-06-19 12:00;-1,11;
1987-04-15 12:00;-1,15;
1987-02-19 12:00;-1,24;
1986-12-01 12:00;-1,16;
1986-09-23 12:00;-1,23;
1986-06-26 12:00;-1,26;
1986-04-25 12:00;-1,42;
1986-03-13 12:00;-1,37;
