E06136 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;E06136;
Adres;Govert Flinckstraat hk Woustraat (van) 32;
Status;Actief;
Straathoogte;0,51;m + NAP
Bovenkant buis;0,39;m + NAP
Top filter;-1,58;m + NAP
Bodem filter;-2,58;m + NAP
Diameter filter;51;mm
x-coördinaat;121788;
y-coördinaat;485526;
;;
;;
datum;meting NAP;
2022-02-03 10:07;-0,69;
2021-12-08 11:14;-0,51;
2021-09-27 08:01;-0,92;
2021-07-22 06:35;-1,02;
2021-05-05 10:38;-0,92;
2021-03-24 09:09;-0,78;
2021-01-14 10:58;-0,71;
2020-11-11 09:13;-0,90;
2020-09-28 09:09;-0,85;
2020-07-14 09:50;-0,91;
2020-04-28 10:05;-0,91;
2020-03-20 07:21;-0,75;
2020-01-21 11:35;-0,85;
2019-11-18 10:45;-0,72;
2019-09-17 06:45;-0,93;
2019-07-23 07:28;-0,97;
2019-06-03 10:53;-1,05;
2019-03-20 12:52;-0,75;
2019-01-28 12:03;-0,82;
2018-12-04 12:38;-0,99;
2018-10-03 09:50;-0,95;
2018-07-17 09:45;-1,07;
2018-05-15 11:39;-0,81;
2018-03-29 08:06;-0,82;
2018-01-24 10:01;-0,84;
2017-11-14 08:39;-0,88;
2017-09-26 13:30;-0,86;
2017-08-11 11:57;-1,02;
2017-06-22 09:58;-1,04;
2017-03-22 11:26;-0,82;
2017-02-02 11:02;-0,79;
2016-12-01 11:45;-0,82;
2016-10-04 08:03;-0,85;
2016-08-10 09:23;-0,82;
2016-06-08 11:27;-0,81;
2016-04-06 10:22;-0,72;
2016-01-28 12:11;-0,69;
2015-03-12 09:02;-0,79;
2015-01-27 12:29;-0,73;
2014-11-05 11:17;-0,85;
2014-07-02 07:51;-0,93;
2014-05-08 07:18;-0,88;
2014-03-18 10:46;-0,81;
2014-01-15 10:33;-0,67;
2013-11-11 10:00;-0,53;
2013-07-15 06:18;-0,82;
2013-04-17 08:21;-0,88;
2013-02-20 12:38;-0,71;
2012-07-19 06:01;-0,59;
2012-05-21 08:45;-0,87;
2012-05-02 08:11;-0,96;
2011-11-23 10:12;-0,95;
2011-09-19 06:27;-0,72;
2011-08-16 07:16;-0,75;
2011-07-06 09:02;-0,94;
2011-05-25 05:45;-0,98;
2011-03-07 10:28;-0,71;
2011-01-04 10:30;-0,76;
2010-11-16 10:03;-0,59;
2010-10-27 09:02;-0,57;
2010-06-29 07:38;-0,98;
2010-06-08 06:57;-0,88;
2010-03-24 11:57;-0,76;
2009-12-10 12:19;-0,73;
2009-10-08 08:46;-1,05;
2009-08-26 06:36;-1,09;
2009-04-14 07:45;-0,81;
2009-03-03 11:00;-0,81;
2009-02-09 09:54;-0,81;
2008-05-22 12:00;-0,79;
2008-02-08 12:00;-0,71;
2007-12-06 12:00;-0,80;
2006-12-06 12:00;-0,41;
2006-11-05 12:00;-0,60;
2006-09-22 12:00;-0,63;
2006-08-16 12:00;-0,57;
2006-06-29 12:00;-0,84;
2006-06-09 12:00;-0,82;
2006-04-11 12:00;-0,75;
2006-02-24 12:00;-0,76;
2006-01-19 12:00;-0,75;
2005-11-02 12:00;-0,59;
2005-07-21 12:00;-0,59;
2005-04-29 12:00;-0,59;
2005-03-23 12:00;-0,64;
2005-01-26 12:00;-0,66;
2004-12-08 12:00;-0,67;
2004-10-20 12:00;-0,60;
2004-09-10 12:00;-0,57;
2004-06-25 12:00;-0,79;
2004-05-03 12:00;-0,77;
2004-03-17 12:00;-0,75;
2004-03-15 12:00;-0,75;
2004-03-12 12:00;-0,70;
2004-03-10 12:00;-0,71;
2004-03-09 12:00;-0,72;
2004-03-08 12:00;-0,71;
2004-03-05 12:00;-0,68;
2004-03-03 12:00;-0,69;
2004-03-01 12:00;-0,70;
2004-02-27 12:00;-0,64;
2004-02-25 12:00;-0,67;
2004-02-23 12:00;-0,69;
2004-02-20 12:00;-0,67;
2004-02-13 12:00;-0,61;
2004-02-03 12:00;-0,60;
2004-01-29 12:00;-0,62;
2004-01-16 12:00;-0,51;
