E06597 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;E06597;
Adres;Eerste Sweelinckstr hk Albert Cuypstr 241;
Status;Actief;
Straathoogte;0,48;m + NAP
Bovenkant buis;0,43;m + NAP
Top filter;-2,00;m + NAP
Bodem filter;-3,00;m + NAP
Diameter filter;51;mm
x-coördinaat;121628;
y-coördinaat;485526;
;;
;;
datum;meting NAP;
2022-02-02 11:01;-0,43;
2021-12-10 11:48;-0,41;
2021-09-27 12:38;-0,50;
2021-07-22 07:41;-0,52;
2021-05-06 08:20;-0,47;
2021-03-24 08:50;-0,47;
2021-01-14 11:01;-0,41;
2020-11-11 09:42;-0,49;
2020-09-28 10:00;-0,52;
2020-07-14 09:49;-0,50;
2020-04-29 09:47;-0,59;
2020-03-20 07:45;-0,54;
2020-01-21 10:43;-0,53;
2019-11-18 11:00;-0,48;
2019-09-17 06:52;-0,70;
2019-07-23 09:02;-0,69;
2019-06-03 10:14;-0,71;
2019-03-20 11:49;-0,52;
2019-01-28 13:52;-0,41;
2018-12-05 10:11;-0,42;
2018-10-03 09:57;-0,44;
2018-07-17 10:20;-0,54;
2018-05-15 07:13;-0,41;
2018-03-29 08:10;-0,44;
2017-11-14 11:12;-0,45;
2017-09-26 11:34;-0,45;
2017-08-11 12:46;-0,47;
2017-06-22 10:13;-0,47;
2017-03-22 10:42;-0,29;
2017-02-01 13:22;-0,32;
2016-12-01 12:02;-0,39;
2016-10-04 09:05;-0,35;
2016-08-10 08:45;-0,31;
2016-06-08 11:21;-0,34;
2016-04-06 09:32;-0,27;
2016-01-28 12:52;-0,29;
2015-12-07 11:29;-0,33;
2015-09-11 06:12;-0,30;
2015-07-16 08:59;-0,36;
2015-06-08 10:43;-0,37;
2015-03-12 09:30;-0,34;
2015-01-28 09:24;-0,27;
2014-11-06 09:48;-0,33;
2014-09-11 08:56;-0,35;
2014-07-02 07:33;-0,36;
2014-03-18 10:51;-0,35;
2014-01-15 10:13;-0,31;
2013-11-11 10:00;-0,28;
2013-10-29 12:28;-0,29;
2013-09-17 08:12;-0,27;
2013-07-15 05:49;-0,36;
2013-04-18 07:37;-0,33;
2013-02-20 12:27;-0,35;
2012-09-25 08:20;-0,30;
2012-07-19 05:37;-0,30;
2012-05-21 09:22;-0,31;
2012-05-02 08:03;-0,31;
2012-04-02 09:18;-0,33;
2012-01-18 09:29;-0,30;
2011-11-23 10:03;-0,38;
2011-09-19 06:22;-0,36;
2011-08-16 06:42;-0,32;
2011-07-06 08:52;-0,33;
2011-05-25 05:43;-0,37;
2011-03-07 09:37;-0,40;
2011-01-04 10:21;-0,35;
2010-11-16 09:46;-0,35;
2010-10-27 09:32;-0,34;
2010-06-29 07:32;-0,39;
2010-06-08 06:17;-0,34;
2010-03-24 12:10;-0,31;
2009-12-10 12:08;-0,30;
2009-10-08 08:29;-0,32;
2009-08-26 06:07;-0,38;
2009-05-28 09:55;-0,33;
2009-04-14 07:27;-0,35;
2009-02-09 09:40;-0,34;
2008-10-31 12:00;-0,32;
2008-09-16 12:00;-0,35;
2008-05-22 12:00;-0,35;
2007-12-06 12:00;-0,29;
2007-10-04 12:00;-0,50;
2007-08-20 12:00;-0,55;
2007-06-01 12:00;-0,32;
2007-04-17 12:00;-0,36;
2007-01-18 12:00;-0,22;
2006-11-05 12:00;-0,32;
2006-09-22 12:00;-0,41;
2006-08-16 12:00;-0,33;
2006-06-29 12:00;-0,34;
2006-06-09 12:00;-0,32;
2006-04-11 12:00;-0,31;
2006-01-19 12:00;-0,34;
2005-12-19 12:00;-0,33;
2005-12-09 12:00;-0,35;
2005-06-30 12:00;-0,39;
2005-05-02 12:00;-0,30;
2005-03-23 12:00;-0,35;
2005-01-26 12:00;-0,39;
